player_name,position,minutes_played,cluster_roles_k,role_label,umap_x,umap_y,cat_stature,cat_athleticism,cat_shot_selection,cat_shooting,cat_usage,cat_passing,cat_defense,cat_playstyle,cat_portability,cat_dominance
Patty Mills,F,321.0,5,Low-Usage Utility Connectors,6.326882,-1.2736405,0.04026217228464419,0.011235955056179775,0.4954744069912609,0.41292134831460675,0.4044943820224719,0.26217228464419473,0.5749063670411985,0.3565074906367041,0.6451310861423221,0.5702247191011236
Ryan Rollins,G,820.0,0,On-Ball Defensive Disruptors,6.651183,-0.44362053,0.19506866416978777,0.06835205992509363,0.5855181023720349,0.74812734082397,0.6947565543071161,0.7294007490636704,0.8782771535580525,0.4541198501872659,0.6451310861423221,0.6666666666666666
Cameron Payne,G,1090.0,10,On-Ball Offensive Engines,8.006453,0.14775847,0.12047440699126093,0.06179775280898876,0.4745630461922598,0.903558052434457,0.850187265917603,0.9410112359550562,0.4756554307116105,0.44885299625468156,0.8445692883895131,0.6956928838951311
Monte Morris,G,571.0,2,On-Ball Shot Creation Engines,7.6070766,-1.9308177,0.055867665418227214,0.020599250936329586,0.557896379525593,0.7397003745318352,0.6797752808988764,0.797752808988764,0.2883895131086142,0.34351591760299627,0.7696629213483146,0.34176029962546817
Aaron Holiday,G,792.0,0,On-Ball Defensive Disruptors,6.869885,-0.68970895,0.09394506866416978,0.0056179775280898875,0.6184456928838952,0.8445692883895131,0.5955056179775281,0.5543071161048689,0.6938202247191011,0.48209269662921345,0.6919475655430711,0.5056179775280899
Adam Flagler,G,203.0,11,Low-Impact Connectors,5.0094547,-4.4838896,0.10580524344569288,0.3782771535580524,0.44483458177278407,0.6207865168539326,0.550561797752809,0.17790262172284643,0.3642322097378277,0.586376404494382,0.006554307116104869,0.4307116104868914
Cole Anthony,G,1234.0,2,On-Ball Shot Creation Engines,6.8672843,-1.9432788,0.07147315855181023,0.25842696629213485,0.5460362047440698,0.7715355805243446,0.8745318352059925,0.7294007490636704,0.6666666666666666,0.49754213483146065,0.38202247191011235,0.34176029962546817
Daniss Jenkins,G-F,,5,Low-Usage Utility Connectors,2.895316,-5.1172757,0.12141073657927591,0.25842696629213485,0.36938202247191015,0.4794007490636704,0.06460674157303371,0.5683520599250936,0.449438202247191,0.6025280898876404,0.48314606741573035,0.3146067415730337
De'Aaron Fox,G,2241.0,9,Combo Playmaking Initiators,6.4637713,-1.9710343,0.11235955056179776,0.25842696629213485,0.556960049937578,0.6910112359550562,0.9419475655430711,0.7771535580524345,0.20880149812734083,0.5697565543071161,0.14887640449438203,0.8295880149812734
Delon Wright,G-F,635.0,0,On-Ball Defensive Disruptors,5.775992,-1.2549402,0.19538077403245943,0.05056179775280899,0.5039013732833958,0.13108614232209737,0.23595505617977527,0.9372659176029963,0.9232209737827716,0.3395365168539326,0.2705992509363296,0.7865168539325843
Isaiah Stevens,G,,5,Low-Usage Utility Connectors,2.8157215,-5.1581492,0.0346441947565543,0.25842696629213485,0.2905742821473158,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Jaden McDaniels,F,2614.0,6,Rim-Roll Finishers,3.1875384,-1.0487795,0.47034956304619224,0.602996254681648,0.6009675405742821,0.5046816479400749,0.4101123595505618,0.2696629213483146,0.8904494382022472,0.5058520599250935,0.5636704119850188,0.8192883895131086
Jahmir Young,C,,5,Low-Usage Utility Connectors,2.8263283,-4.011143,0.04244694132334582,0.25842696629213485,0.4235330836454432,0.10674157303370786,0.06460674157303371,0.3061797752808989,0.7893258426966292,0.5227059925093633,0.48314606741573035,0.7134831460674157
Jeff Dowtin Jr.,F,621.0,9,Combo Playmaking Initiators,6.738291,-2.6350126,0.10580524344569288,0.25842696629213485,0.5593789013732834,0.3398876404494382,0.7340823970037453,0.8192883895131086,0.18820224719101122,0.4370318352059925,0.34737827715355807,0.25
Jordan McLaughlin,G,314.0,2,On-Ball Shot Creation Engines,7.510598,-1.7484463,0.04712858926342072,0.25842696629213485,0.5176342072409488,0.6207865168539326,0.5318352059925093,0.9653558052434457,0.3642322097378277,0.586376404494382,0.7865168539325843,0.4307116104868914
Keaton Wallace,F,501.0,2,On-Ball Shot Creation Engines,7.236253,-1.7997738,0.12141073657927591,0.25842696629213485,0.47300249687890145,0.7050561797752809,0.6292134831460674,0.9063670411985019,0.5749063670411985,0.48513576779026213,0.6020599250936329,0.14325842696629212
Keon Johnson,F,1925.0,11,Low-Impact Connectors,5.4501295,-3.8018312,0.1891385767790262,0.9606741573033708,0.5162297128589263,0.350187265917603,0.7134831460674157,0.31741573033707865,0.18820224719101122,0.5411985018726592,0.21722846441947566,0.04588014981273408
Keyonte George,F,2109.0,2,On-Ball Shot Creation Engines,7.4397354,-2.7379637,0.13108614232209737,0.25842696629213485,0.5682740324594256,0.8295880149812734,0.900749063670412,0.8726591760299626,0.0018726591760299626,0.5912921348314607,0.36235955056179775,0.008426966292134831
Mac McClung,G,,5,Low-Usage Utility Connectors,2.78613,-5.281413,0.05243445692883894,0.25842696629213485,0.2905742821473158,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Nick Smith Jr.,G,1369.0,2,On-Ball Shot Creation Engines,7.5362787,-2.978629,0.13358302122347065,0.25842696629213485,0.5428370786516854,0.897003745318352,0.7228464419475655,0.5262172284644194,0.040262172284644196,0.6191479400749064,0.41760299625468167,0.0056179775280898875
Ousmane Dieng,F,405.0,6,Rim-Roll Finishers,2.9664285,-2.846169,0.5034332084893882,0.602996254681648,0.5021847690387017,0.41292134831460675,0.3913857677902622,0.47846441947565543,0.5749063670411985,0.3896301498127341,0.3389513108614232,0.5702247191011236
Quenton Jackson,G,381.0,9,Combo Playmaking Initiators,6.6175513,-2.2572548,0.2131710362047441,0.25842696629213485,0.4406991260923845,0.6207865168539326,0.6928838951310862,0.8651685393258427,0.3642322097378277,0.351123595505618,0.3548689138576779,0.4307116104868914
RayJ Dennis,G,,5,Low-Usage Utility Connectors,2.894037,-5.180801,0.06491885143570536,0.25842696629213485,0.5362047440699126,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Reece Beekman,G,469.0,9,Combo Playmaking Initiators,6.2547235,-2.4459853,0.15355805243445694,0.15168539325842698,0.40340199750312117,0.6207865168539326,0.3089887640449438,0.9372659176029963,0.3642322097378277,0.31741573033707865,0.04681647940074907,0.4307116104868914
Reed Sheppard,F,654.0,9,Combo Playmaking Initiators,6.615969,-3.0055554,0.05898876404494382,0.3707865168539326,0.4754213483146068,0.552434456928839,0.6086142322097379,0.5814606741573034,0.4756554307116105,0.5208333333333333,0.2397003745318352,0.0852059925093633
Scotty Pippen Jr.,G,1683.0,0,On-Ball Defensive Disruptors,6.296814,-0.78082174,0.04244694132334582,0.07677902621722846,0.5774812734082398,0.27808988764044945,0.8389513108614233,0.951310861423221,0.9129213483146067,0.4385533707865169,0.6601123595505618,0.8398876404494382
Seth Curry,G,1062.0,3,Movement Shooting Specialists,7.332023,-3.939563,0.05087390761548064,0.25842696629213485,0.6299157303370787,0.9063670411985019,0.40074906367041196,0.1947565543071161,0.20880149812734083,0.5907069288389513,0.8127340823970037,0.12640449438202248
Stephen Curry,G,2252.0,10,On-Ball Offensive Engines,8.405504,0.2979573,0.06023720349563045,0.04681647940074907,0.6274188514357054,1.0,0.9812734082397003,0.8192883895131086,0.149812734082397,0.6019428838951311,0.9569288389513109,0.9775280898876404
Tre Jones,G,905.0,0,On-Ball Defensive Disruptors,6.5082245,-0.53461814,0.05087390761548064,0.25842696629213485,0.5630461922596756,0.5046816479400749,0.6816479400749064,0.9906367041198502,0.6938202247191011,0.3567415730337078,0.7237827715355806,0.8052434456928839
Tyrese Haliburton,F,2451.0,10,On-Ball Offensive Engines,8.073445,0.38744628,0.20131086142322097,0.25842696629213485,0.6348314606741573,0.9419475655430711,0.9531835205992509,0.9943820224719101,0.4344569288389513,0.5255149812734082,0.9831460674157303,0.9812734082397003
Ziaire Williams,F,1541.0,11,Low-Impact Connectors,5.4695415,-4.257444,0.4475655430711611,0.6816479400749064,0.49211922596754065,0.7584269662921348,0.4737827715355805,0.12921348314606743,0.2883895131086142,0.47904962546816476,0.32209737827715357,0.20224719101123595
Alex Caruso,G,1041.0,0,On-Ball Defensive Disruptors,6.442741,-0.36092395,0.1744694132334582,0.25842696629213485,0.497269038701623,0.5552434456928839,0.5280898876404494,0.8726591760299626,0.9953183520599251,0.444873595505618,0.7387640449438202,0.9737827715355806
Jalen Green,F,2697.0,2,On-Ball Shot Creation Engines,7.4992847,-3.0248628,0.17009987515605493,0.25842696629213485,0.5522003745318351,0.8426966292134831,0.8857677902621723,0.33239700374531833,0.05149812734082397,0.5035112359550562,0.36235955056179775,0.30430711610486894
KJ Simpson,C-F,842.0,9,Combo Playmaking Initiators,6.492379,-2.906807,0.09612983770287141,0.40823970037453183,0.4591136079900126,0.26591760299625467,0.6629213483146067,0.7294007490636704,0.0898876404494382,0.4523642322097378,0.006554307116104869,0.019662921348314606
Malik Beasley,G,2283.0,3,Movement Shooting Specialists,7.282694,-0.80176216,0.1569912609238452,0.25842696629213485,0.5998751560549312,0.7584269662921348,0.7265917602996255,0.1451310861423221,0.16760299625468164,0.5485720973782772,0.7237827715355806,0.6666666666666666
Brandon Boston,G,,5,Low-Usage Utility Connectors,2.7355084,-5.0121603,0.36111111111111116,0.25842696629213485,0.5220037453183521,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.49964887640449435,0.48314606741573035,0.4307116104868914
Tyson Etienne,G,151.0,11,Low-Impact Connectors,5.008913,-4.5229115,0.08770287141073659,0.25842696629213485,0.45302746566791513,0.6207865168539326,0.5355805243445693,0.24812734082397003,0.3642322097378277,0.586376404494382,0.0552434456928839,0.4307116104868914
Vasilije Micic,G,785.0,9,Combo Playmaking Initiators,7.132582,-2.8353472,0.133270911360799,0.25842696629213485,0.43500312109862677,0.7050561797752809,0.7677902621722846,0.8071161048689138,0.11704119850187265,0.4149110486891386,0.30243445692883897,0.016853932584269662
AJ Green,F,1659.0,5,Low-Usage Utility Connectors,6.9670014,-0.8748351,0.16729088639200998,0.25842696629213485,0.5611735330836454,0.8904494382022472,0.22659176029962547,0.49250936329588013,0.6797752808988764,0.5484550561797752,0.9691011235955056,0.2958801498127341
Aaron Wiggins,F,1744.0,10,On-Ball Offensive Engines,7.193844,-0.49424776,0.2874531835205993,0.08801498127340825,0.5938670411985019,0.8295880149812734,0.6666666666666666,0.28277153558052437,0.2883895131086142,0.5664794007490637,0.7387640449438202,0.8192883895131086
Ajay Mitchell,G,597.0,2,On-Ball Shot Creation Engines,7.217049,-1.4877223,0.1900749063670412,0.08052434456928839,0.5631242197253433,0.5243445692883895,0.5187265917602997,0.7425093632958801,0.6797752808988764,0.4597378277153558,0.8127340823970037,0.17228464419475656
Ben Sheppard,G,1228.0,5,Low-Usage Utility Connectors,3.0372329,-5.1266966,0.264669163545568,0.12359550561797752,0.5201310861423222,0.7256554307116105,0.1797752808988764,0.6853932584269663,0.24719101123595505,0.45704588014981273,0.5898876404494382,0.15917602996254682
Blake Wesley,G,683.0,9,Combo Playmaking Initiators,6.217724,-2.4693463,0.21878901373283396,0.09176029962546817,0.41924157303370785,0.08426966292134831,0.6441947565543071,0.8979400749063671,0.6666666666666666,0.49777621722846443,0.06367041198501873,0.14325842696629212
Brandon Ingram,F,595.0,2,On-Ball Shot Creation Engines,7.9003987,-3.209016,0.5655430711610486,0.602996254681648,0.5176342072409487,0.8202247191011236,0.9588014981273408,0.7144194756554307,0.18820224719101122,0.6547284644194756,0.6292134831460674,0.35674157303370785
Brandon Williams,G,487.0,2,On-Ball Shot Creation Engines,7.152819,-2.0328517,0.1220349563046192,0.25842696629213485,0.5853620474406991,0.6207865168539326,0.8651685393258427,0.7771535580524345,0.3642322097378277,0.4220505617977528,0.5767790262172284,0.4307116104868914
Bryce McGowens,G,,5,Low-Usage Utility Connectors,2.9663808,-5.190664,0.29775280898876405,0.04868913857677903,0.3931023720349563,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Bub Carrington,G,2458.0,2,On-Ball Shot Creation Engines,7.4678607,-1.9527055,0.199438202247191,0.25842696629213485,0.5194288389513108,0.549625468164794,0.5617977528089888,0.9063670411985019,0.24719101123595505,0.5067883895131086,0.7078651685393258,0.12640449438202248
CJ McCollum,G,1832.0,9,Combo Playmaking Initiators,7.561778,-3.118507,0.13046192259675407,0.5112359550561798,0.5744382022471909,0.5112359550561798,0.9138576779026217,0.5814606741573034,0.040262172284644196,0.5820458801498127,0.48314606741573035,0.2846441947565543
Cam Christie,G,,5,Low-Usage Utility Connectors,2.4895587,-5.0709796,0.23377028714107365,0.4363295880149813,0.34534956304619224,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Cody Williams,F,1060.0,11,Low-Impact Connectors,5.405351,-3.7192316,0.5209113607990012,0.07865168539325842,0.43383270911360805,0.15355805243445692,0.17790262172284643,0.2153558052434457,0.1348314606741573,0.5033941947565543,0.006554307116104869,0.0018726591760299626
Collin Sexton,G,1758.0,2,On-Ball Shot Creation Engines,7.80896,-2.8002605,0.15012484394506867,0.25842696629213485,0.5969881398252185,0.9176029962546817,0.9363295880149812,0.5814606741573034,0.0056179775280898875,0.561563670411985,0.5767790262172284,0.21910112359550563
Derrick White,G,2574.0,10,On-Ball Offensive Engines,6.9469376,0.111202024,0.18164794007490637,0.36329588014981273,0.6019038701622973,0.9176029962546817,0.7808988764044944,0.8548689138576779,0.8782771535580525,0.5465823970037453,0.9419475655430711,0.9597378277153558
Immanuel Quickley,G,918.0,10,On-Ball Offensive Engines,8.105634,0.35640553,0.16573033707865167,0.07303370786516854,0.5504057428214731,0.9456928838951311,0.9456928838951311,0.9213483146067416,0.4756554307116105,0.5493913857677902,0.9091760299625468,0.8520599250936329
Jalen Brunson,G,2301.0,10,On-Ball Offensive Engines,8.589989,0.22112758,0.08551810237203494,0.13295880149812733,0.6035424469413234,0.846441947565543,0.9831460674157303,0.8979400749063671,0.06367041198501873,0.5792368913857678,0.6292134831460674,0.9410112359550562
Jamal Cain,G,502.0,11,Low-Impact Connectors,4.4833207,-3.4138606,0.42415730337078655,0.602996254681648,0.49297752808988765,0.20224719101123595,0.36891385767790263,0.03932584269662921,0.22752808988764045,0.2835908239700375,0.025280898876404494,0.0852059925093633
Jordan Hawkins,G,1321.0,11,Low-Impact Connectors,6.256957,-4.2423844,0.19538077403245943,0.25842696629213485,0.5109238451935082,0.8080524344569289,0.5880149812734082,0.054307116104868915,0.013108614232209739,0.5318352059925093,0.22940074906367042,0.003745318352059925
Landry Shamet,G,762.0,5,Low-Usage Utility Connectors,4.1222844,-4.6623073,0.19538077403245943,0.14794007490636704,0.5843476903870162,0.5449438202247191,0.2546816479400749,0.03932584269662921,0.26779026217228463,0.5438904494382022,0.5636704119850188,0.18632958801498128
Lonzo Ball,G,777.0,0,On-Ball Defensive Disruptors,6.51058,-0.23515566,0.3089887640449438,0.25842696629213485,0.4444444444444444,0.7294007490636704,0.5655430711610487,0.8913857677902621,0.9232209737827716,0.40297284644194753,0.6142322097378277,0.8782771535580525
Max Christie,G,2127.0,3,Movement Shooting Specialists,6.5748854,-4.2582545,0.2549937578027466,0.3970037453183521,0.5970661672908865,0.8389513108614233,0.352059925093633,0.31741573033707865,0.18820224719101122,0.6436095505617977,0.3548689138576779,0.0852059925093633
T.J. McConnell,G,1415.0,9,Combo Playmaking Initiators,6.5191555,-2.0628934,0.05898876404494382,0.25842696629213485,0.5517322097378277,0.1647940074906367,0.9082397003745318,0.9747191011235955,0.2883895131086142,0.43352059925093633,0.25842696629213485,0.6666666666666666
Terry Rozier,G,1658.0,9,Combo Playmaking Initiators,7.03124,-3.2520075,0.15168539325842698,0.4597378277153558,0.528401997503121,0.7350187265917603,0.6760299625468165,0.47846441947565543,0.1348314606741573,0.5087780898876404,0.1947565543071161,0.05805243445692884
Trevelin Queen,G,430.0,9,Combo Playmaking Initiators,4.8313103,-4.375414,0.3448813982521848,0.25842696629213485,0.44740948813982523,0.6207865168539326,0.5299625468164794,0.47846441947565543,0.3642322097378277,0.5030430711610486,0.0945692883895131,0.4307116104868914
Trey Alexander,G,117.0,5,Low-Usage Utility Connectors,4.6388183,-4.6286826,0.2677902621722847,0.031835205992509365,0.421894506866417,0.6207865168539326,0.45318352059925093,0.5262172284644194,0.3642322097378277,0.586376404494382,0.08426966292134831,0.4307116104868914
Andrew Nembhard,G-F,1881.0,0,On-Ball Defensive Disruptors,6.864186,-1.5515398,0.1560549313358302,0.033707865168539325,0.5332397003745318,0.2602996254681648,0.6460674157303371,0.9466292134831461,0.7050561797752809,0.4939138576779025,0.6760299625468165,0.35674157303370785
Darius Garland,F,2301.0,10,On-Ball Offensive Engines,8.445877,0.30520073,0.09113607990012484,0.25842696629213485,0.5999531835205992,0.9831460674157303,0.9756554307116105,0.9213483146067416,0.1348314606741573,0.5335908239700374,0.8698501872659176,0.9250936329588015
D'Angelo Russell,G-F,1480.0,10,On-Ball Offensive Engines,8.421239,0.20483309,0.23782771535580527,0.25842696629213485,0.49266541822721593,0.8146067415730337,0.9101123595505618,0.9213483146067416,0.2883895131086142,0.4833801498127341,0.7237827715355806,0.7968164794007491
Jared Butler,G,1044.0,2,On-Ball Shot Creation Engines,7.6193495,-2.1911914,0.11548064918851436,0.25842696629213485,0.6004993757802746,0.7443820224719101,0.9194756554307116,0.9653558052434457,0.20880149812734083,0.3975889513108614,0.6451310861423221,0.34176029962546817
Rayan Rupert,G,460.0,11,Low-Impact Connectors,4.6131744,-4.5268903,0.49843945068664164,0.04307116104868914,0.5102996254681648,0.6207865168539326,0.36704119850187267,0.020599250936329586,0.3642322097378277,0.586376404494382,0.015917602996254682,0.4307116104868914
Damion Baugh,F-C,370.0,0,On-Ball Defensive Disruptors,5.957464,-1.4877537,0.2799625468164794,0.25842696629213485,0.4277465667915106,0.2958801498127341,0.6722846441947565,0.8323970037453183,0.7284644194756554,0.32595973782771537,0.10486891385767791,0.7734082397003745
Jordan Clarkson,G,962.0,9,Combo Playmaking Initiators,7.5605965,-3.0364947,0.24594257178526843,0.4232209737827715,0.5556335830212233,0.8033707865168539,0.9288389513108615,0.6123595505617978,0.013108614232209739,0.5828651685393258,0.30243445692883897,0.07116104868913857
Jordan Miller,G,420.0,11,Low-Impact Connectors,4.89337,-4.357156,0.37609238451935073,0.41760299625468167,0.4022315855181024,0.6207865168539326,0.4943820224719101,0.29681647940074907,0.3642322097378277,0.44522471910112366,0.22940074906367042,0.4307116104868914
Jordan Poole,G,2001.0,2,On-Ball Shot Creation Engines,7.8267946,-2.5994866,0.17322097378277154,0.052434456928838954,0.550561797752809,0.9943820224719101,0.9438202247191011,0.6123595505617978,0.040262172284644196,0.5458801498127341,0.8277153558052435,0.20224719101123595
Antonio Reeves,G,660.0,3,Movement Shooting Specialists,6.7547016,-4.193804,0.36704119850187267,0.056179775280898875,0.5341760299625468,0.7949438202247191,0.5374531835205992,0.12921348314606743,0.07584269662921349,0.5685861423220974,0.5767790262172284,0.03464419475655431
Bilal Coulibaly,G,1948.0,11,Low-Impact Connectors,5.579199,-3.3486526,0.5443196004993758,0.25842696629213485,0.5340980024968789,0.1704119850187266,0.5430711610486891,0.5543071161048689,0.16760299625468164,0.49122191011235944,0.11704119850187265,0.025280898876404494
Cason Wallace,C-F,1876.0,0,On-Ball Defensive Disruptors,6.0592866,-0.9085175,0.2128589263420724,0.07116104868913857,0.5404962546816479,0.499063670411985,0.2696629213483146,0.7144194756554307,0.8782771535580525,0.5774812734082397,0.552434456928839,0.7322097378277154
Coby White,G,2450.0,2,On-Ball Shot Creation Engines,7.8718805,-2.7389448,0.19818976279650438,0.25842696629213485,0.5738920099875157,0.9897003745318352,0.8576779026217228,0.5543071161048689,0.031835205992509365,0.4872425093632959,0.6292134831460674,0.2958801498127341
Collin Gillespie,G,461.0,2,On-Ball Shot Creation Engines,7.6477604,-1.8009917,0.09363295880149813,0.03745318352059925,0.5652309612983769,0.6207865168539326,0.7752808988764045,0.9550561797752809,0.3642322097378277,0.41093164794007486,0.9419475655430711,0.4307116104868914
Dalen Terry,G,987.0,8,Versatile Scoring Forwards,4.1730304,-2.5968914,0.49719101123595505,0.602996254681648,0.4614544319600499,0.21722846441947566,0.3951310861423221,0.6853932584269663,0.7462546816479401,0.4089419475655431,0.14887640449438203,0.2350187265917603
Devin Carter,G,396.0,9,Combo Playmaking Initiators,5.0092306,-3.3955095,0.19756554307116103,0.7340823970037453,0.4735486891385768,0.6207865168539326,0.552434456928839,0.6853932584269663,0.3642322097378277,0.40086610486891383,0.08426966292134831,0.4307116104868914
Elfrid Payton,G,511.0,9,Combo Playmaking Initiators,6.4009233,-2.6239266,0.19631710362047441,0.14325842696629212,0.33161672908863915,0.011235955056179775,0.700374531835206,0.99812734082397,0.4756554307116105,0.34936797752808985,0.2808988764044944,0.09925093632958802
Elijah Harkless,G,138.0,5,Low-Usage Utility Connectors,4.581196,-4.5690947,0.36704119850187267,0.25842696629213485,0.4524032459425718,0.6207865168539326,0.18164794007490637,0.351123595505618,0.3642322097378277,0.586376404494382,0.03651685393258427,0.4307116104868914
Ethan Thompson,G,,5,Low-Usage Utility Connectors,2.7012913,-5.3135443,0.22378277153558054,0.25842696629213485,0.038233458177278405,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.586376404494382,0.48314606741573035,0.4307116104868914
Garrett Temple,G,227.0,2,On-Ball Shot Creation Engines,2.4313235,-4.924846,0.3242821473158552,0.48220973782771537,0.3896691635455681,0.6207865168539326,0.3857677902621723,0.9316479400749064,0.3642322097378277,0.586376404494382,0.5898876404494382,0.4307116104868914
Gary Payton II,G,927.0,0,On-Ball Defensive Disruptors,5.748871,-1.4550971,0.1763420724094881,0.1348314606741573,0.5152153558052434,0.19756554307116106,0.4868913857677903,0.5543071161048689,0.8380149812734082,0.40039794007490637,0.3389513108614232,0.4307116104868914
