player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,dominance__cpm,position,ath__athleticism_source,pca1,pca2,pca3,cluster_k9,umap1,umap2,size_score,playstyle_variety,playstyle_variety_raw,playstyle_variety_score,size_height_pct,size_wing_pct,shooting_score,creation_score,passing_score,defense_score,portability_score,unicorn_score,unicorn_percentile,is_unicorn,dominance_score,stature__height_inches_pct,stature__wingspan_in_pct,shoot__quality_pct,usage__creation_score_pct,pass__passer_rating_pct,defense__crafted_dpm_pct,portability__score_pct,dominance__cpm_pct,playstyle_variety_pct
Dejounte Murray,80.625,76,180,82.0,494,0.222672065,0.218623482,0.206477733,0.058704453,0.293522267,0.352226721,0.441295547,0.554545455,0.392156863,0.344827586,0.289655172,1012,7.4,0.74,57.6,0.678773487,2.1,-0.8,12.9,43.1,0.0,0.0,15.7,4.3,0.0,0.0,-0.8,G,imputed,-2.823769632034481,3.427979020695612,-2.934587034965332,3,18.168053,-7.710706,0.3352059925093633,3,3,0.3267790262172285,0.21254681647940074,0.45786516853932585,0.5112359550561798,0.951310861423221,0.9063670411985019,0.16760299625468164,0.21722846441947566,0.5294943820224719,0.6610486891385767,False,0.2743445692883895,0.21254681647940074,0.45786516853932585,0.5112359550561798,0.951310861423221,0.9063670411985019,0.16760299625468164,0.21722846441947566,0.2743445692883895,0.3267790262172285
Ja'Kobe Walter,82.23,76,180,82.0,393,0.282442748,0.167938931,0.076335878,0.147582697,0.320610687,0.468193384,0.450381679,0.477477477,0.433333333,0.327586207,0.365079365,1103,3.0,0.3,59.2,0.267818697,0.9,-0.5,0.0,13.4,0.0,0.0,32.0,6.7,6.7,0.0,-1.8,G-F,measured,-1.4843468203845889,-1.5879705285975223,-0.9977128397029119,2,17.917515,-10.259736,0.3352059925093633,4,4,0.6713483146067416,0.21254681647940074,0.45786516853932585,0.5374531835205992,0.5112359550561798,0.2153558052434457,0.22752808988764045,0.08426966292134831,0.3348314606741573,0.07116104868913857,False,0.12640449438202248,0.21254681647940074,0.45786516853932585,0.5374531835205992,0.5112359550561798,0.2153558052434457,0.22752808988764045,0.08426966292134831,0.12640449438202248,0.6713483146067416
Jamaree Bouyea,80.625,74,180,77.0,12,0.333333333,0.25,0.0,0.0,0.416666667,0.416666667,0.583333333,0.75,0.0,0.0,0.2,0,4.171532846715328,0.41715328467153284,56.07222222,0.0,5.0,0.144859813,0.0,10.146747967479675,4.869105691056911,0.0,28.95609756097561,0.0,6.628861788617886,0.0,-0.009009009,F,imputed,-0.05311539494287417,-1.5310368258207312,-3.259721764641561,0,20.90781,-8.582299,0.07818352059925093,3,3,0.3267790262172285,0.07677902621722846,0.07958801498127341,0.41292134831460675,0.06460674157303371,0.41947565543071164,0.5749063670411985,0.48314606741573035,0.3162921348314607,0.04119850187265917,False,0.5702247191011236,0.07677902621722846,0.07958801498127341,0.41292134831460675,0.06460674157303371,0.41947565543071164,0.5749063670411985,0.48314606741573035,0.5702247191011236,0.3267790262172285
LaMelo Ball,80.625,79,180,80.0,1003,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505,7.1,0.71,73.1,0.984539424,5.9,-1.7,10.6,37.2,0.0,0.0,14.0,8.0,0.0,0.0,1.3,F,imputed,-4.100406346232341,3.996117520421109,-0.7228093809773525,7,16.50353,-7.2259307,0.4101123595505618,4,4,0.6713483146067416,0.5674157303370787,0.25280898876404495,0.9382022471910112,0.99812734082397,0.8820224719101124,0.05149812734082397,0.6601123595505618,0.7023876404494382,0.9213483146067416,False,0.8192883895131086,0.5674157303370787,0.25280898876404495,0.9382022471910112,0.99812734082397,0.8820224719101124,0.05149812734082397,0.6601123595505618,0.8192883895131086,0.6713483146067416
Malaki Branham,78.43,76,180,82.0,190,0.221052632,0.205263158,0.131578947,0.089473684,0.352631579,0.442105263,0.426315789,0.761904762,0.32,0.470588235,0.388059701,427,3.2,0.32,56.07222222,0.432882838,5.2,0.144859813,0.0,10.146747967479675,4.869105691056911,0.0,28.95609756097561,0.0,6.628861788617886,0.0,-0.009009009,F,measured,-1.2855588574708465,-0.42484975023836785,-0.4538856474334721,2,19.346893,-9.25595,0.3352059925093633,3,3,0.3267790262172285,0.21254681647940074,0.45786516853932585,0.41292134831460675,0.7865168539325843,0.24812734082397003,0.5749063670411985,0.5636704119850188,0.4904026217228465,0.5337078651685393,False,0.5702247191011236,0.21254681647940074,0.45786516853932585,0.41292134831460675,0.7865168539325843,0.24812734082397003,0.5749063670411985,0.5636704119850188,0.5702247191011236,0.3267790262172285
Patty Mills,70.11,74,180,74.0,96,0.052083333,0.072916667,0.09375,0.125,0.65625,0.78125,0.125,0.6,0.444444444,0.5,0.317460317,321,3.3,0.33,56.07222222,0.214735439,5.8,0.144859813,0.0,18.3,0.0,0.0,21.5,11.8,0.0,0.0,-0.009009009,F,measured,-4.543343052545362,-2.2029626819643062,-1.0393473415192287,1,18.69157,-9.437422,0.04307116104868913,3,3,0.3267790262172285,0.07677902621722846,0.009363295880149813,0.41292134831460675,0.4044943820224719,0.26217228464419473,0.5749063670411985,0.6451310861423221,0.361750936329588,0.13295880149812733,False,0.5702247191011236,0.07677902621722846,0.009363295880149813,0.41292134831460675,0.4044943820224719,0.26217228464419473,0.5749063670411985,0.6451310861423221,0.5702247191011236,0.3267790262172285
Ryan Rollins,76.5,75,180,81.75,271,0.265682657,0.173431734,0.118081181,0.191881919,0.250922509,0.442804428,0.439114391,0.666666667,0.40625,0.480769231,0.352941176,820,5.6,0.56,62.4,0.351729771,5.8,1.5,6.4,24.3,0.0,0.0,27.2,6.7,0.0,0.0,0.4,G,measured,-2.351246023984102,0.5077011125737082,-0.9973355515671918,3,18.581976,-8.586775,0.2752808988764045,4,4,0.6713483146067416,0.13670411985018727,0.41385767790262173,0.74812734082397,0.6947565543071161,0.7294007490636704,0.8782771535580525,0.6451310861423221,0.63188202247191,0.8295880149812734,False,0.6666666666666666,0.13670411985018727,0.41385767790262173,0.74812734082397,0.6947565543071161,0.7294007490636704,0.8782771535580525,0.6451310861423221,0.6666666666666666,0.6713483146067416
Cameron Payne,76.32,75,183,79.25,446,0.170403587,0.192825112,0.062780269,0.062780269,0.511210762,0.573991031,0.3632287,0.473684211,0.321428571,0.321428571,0.368421053,1090,7.9,0.79,71.0,0.500809994,7.5,0.0,4.2,38.4,0.0,0.0,26.3,5.0,0.0,0.0,0.6,G,measured,-4.048820354992603,1.6362043993327686,-1.4822974481864415,3,17.810108,-8.2672205,0.15870786516853932,2,2,0.09363295880149813,0.13670411985018727,0.18071161048689138,0.903558052434457,0.850187265917603,0.9410112359550562,0.4756554307116105,0.8445692883895131,0.6321161048689139,0.8333333333333334,False,0.6956928838951311,0.13670411985018727,0.18071161048689138,0.903558052434457,0.850187265917603,0.9410112359550562,0.4756554307116105,0.8445692883895131,0.6956928838951311,0.09363295880149813
Monte Morris,70.9,74,183,76.0,195,0.102564103,0.302564103,0.153846154,0.21025641,0.230769231,0.441025641,0.405128205,0.65,0.466666667,0.365853659,0.355555556,571,6.3,0.63,62.2,0.345135231,6.6,-0.2,0.0,27.0,0.0,0.0,38.4,0.0,0.0,0.0,-0.3,G,measured,-3.0811547729800033,0.1256894327576467,-2.0825437276936136,3,18.436708,-8.839563,0.06179775280898876,2,2,0.09363295880149813,0.07677902621722846,0.04681647940074907,0.7397003745318352,0.6797752808988764,0.797752808988764,0.2883895131086142,0.7696629213483146,0.4652153558052435,0.44756554307116103,False,0.34176029962546817,0.07677902621722846,0.04681647940074907,0.7397003745318352,0.6797752808988764,0.797752808988764,0.2883895131086142,0.7696629213483146,0.34176029962546817,0.09363295880149813
Aaron Holiday,69.67,72,185,79.5,268,0.082089552,0.160447761,0.082089552,0.134328358,0.537313433,0.671641791,0.242537313,0.727272727,0.5,0.472222222,0.381944444,792,4.8,0.48,66.8,0.301146293,6.1,0.5,0.0,22.4,0.0,0.0,37.3,3.7,0.0,5.3,-0.1,G,measured,-4.28949197672859,-0.8565333783844064,-0.2500297410500185,1,18.289934,-9.2944145,0.10533707865168539,3,3,0.3267790262172285,0.011235955056179775,0.199438202247191,0.8445692883895131,0.5955056179775281,0.5543071161048689,0.6938202247191011,0.6919475655430711,0.5039325842696629,0.5842696629213483,False,0.5056179775280899,0.011235955056179775,0.199438202247191,0.8445692883895131,0.5955056179775281,0.5543071161048689,0.6938202247191011,0.6919475655430711,0.5056179775280899,0.3267790262172285
Adam Flagler,81.44,75,185,78.0,96,0.0625,0.083333333,0.104166667,0.09375,0.65625,0.75,0.145833333,0.666666667,0.5,0.0,0.222222222,203,2.8,0.28,59.91,0.285059776,0.1,-0.146052632,5.752131782965116,19.450581395348838,0.0,0.0,25.488372093023255,5.338953488372093,0.0,0.0,-0.125,G,measured,-2.5503388700818457,-2.163855234108702,-1.6117300903018996,2,20.25804,-9.411105,0.12312734082397003,4,4,0.6713483146067416,0.13670411985018727,0.10955056179775281,0.6207865168539326,0.550561797752809,0.17790262172284643,0.3642322097378277,0.006554307116104869,0.35842696629213483,0.12172284644194757,False,0.4307116104868914,0.13670411985018727,0.10955056179775281,0.6207865168539326,0.550561797752809,0.17790262172284643,0.3642322097378277,0.006554307116104869,0.4307116104868914,0.6713483146067416
Cole Anthony,80.625,74,185,76.5,543,0.184162063,0.26335175,0.151012891,0.062615101,0.335174954,0.397790055,0.447513812,0.61,0.353658537,0.441176471,0.340659341,1234,5.6,0.56,62.9,0.545753221,4.0,0.3,7.9,32.6,0.0,0.0,20.8,4.9,0.0,0.0,-0.3,G,imputed,-2.8907145641208096,2.207979965251738,-1.9212484632192204,3,18.079287,-8.004148,0.07162921348314606,3,3,0.3267790262172285,0.07677902621722846,0.06647940074906367,0.7715355805243446,0.8745318352059925,0.7294007490636704,0.6666666666666666,0.38202247191011235,0.5291666666666666,0.6591760299625468,False,0.34176029962546817,0.07677902621722846,0.06647940074906367,0.7715355805243446,0.8745318352059925,0.7294007490636704,0.6666666666666666,0.38202247191011235,0.34176029962546817,0.3267790262172285
Daniss Jenkins,80.625,75,185,79.0,10,0.3,0.0,0.0,0.2,0.5,0.7,0.3,0.666666667,0.0,0.0,0.2,0,4.838888888888889,0.4838888888888889,56.51612903,0.0,5.0,-0.041935484,0.0,12.043055555555556,4.85,0.0,26.22222222222222,0.0,7.566666666666666,0.0,-0.483870968,G-F,imputed,-1.2847091431141648,-3.3138393966934747,-1.8453491109907252,2,20.864923,-9.143641,0.14653558052434457,3,3,0.3267790262172285,0.13670411985018727,0.15636704119850187,0.4794007490636704,0.06460674157303371,0.5683520599250936,0.449438202247191,0.48314606741573035,0.30805243445692887,0.0299625468164794,False,0.3146067415730337,0.13670411985018727,0.15636704119850187,0.4794007490636704,0.06460674157303371,0.5683520599250936,0.449438202247191,0.48314606741573035,0.3146067415730337,0.3267790262172285
De'Aaron Fox,80.625,75,185,78.5,1163,0.20894239,0.296646604,0.166809974,0.056749785,0.269131556,0.325881341,0.505588994,0.658436214,0.412371134,0.348484848,0.303514377,2241,6.0,0.6,60.2,0.664711552,1.5,-0.6,14.95,25.8,0.0,0.0,14.5,9.75,0.0,0.0,1.4,G,imputed,-2.6407232317182063,4.510853247631533,-1.5071782438940287,7,16.604725,-7.2995157,0.13295880149812733,4,4,0.6713483146067416,0.13670411985018727,0.12921348314606743,0.6910112359550562,0.9419475655430711,0.7771535580524345,0.20880149812734083,0.14887640449438203,0.5869850187265917,0.7584269662921348,False,0.8295880149812734,0.13670411985018727,0.12921348314606743,0.6910112359550562,0.9419475655430711,0.7771535580524345,0.20880149812734083,0.14887640449438203,0.8295880149812734,0.6713483146067416
Delon Wright,75.33,77,185,79.5,131,0.27480916,0.145038168,0.022900763,0.160305344,0.396946565,0.557251908,0.419847328,0.555555556,0.666666667,0.428571429,0.211538462,635,7.8,0.78,41.3,0.139734351,2.7,2.0,0.0,25.95,0.0,0.0,37.7,0.0,0.0,0.0,0.9,G-F,measured,-1.414768170257754,-0.7454075481503412,-1.715193128287425,3,18.374025,-9.307766,0.25749063670411987,2,2,0.09363295880149813,0.3155430711610487,0.199438202247191,0.13108614232209737,0.23595505617977527,0.9372659176029963,0.9232209737827716,0.2705992509363296,0.4808988764044944,0.5037453183520599,False,0.7865168539325843,0.3155430711610487,0.199438202247191,0.13108614232209737,0.23595505617977527,0.9372659176029963,0.9232209737827716,0.2705992509363296,0.7865168539325843,0.09363295880149813
Isaiah Stevens,80.625,72,185,75.0,2,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,5.2796875000000005,0.52796875,59.91,0.0,5.0,-0.146052632,5.752131782965116,19.450581395348838,0.0,0.0,25.488372093023255,5.338953488372093,0.0,0.0,-0.125,G,imputed,-1.5360134174898508,-1.2961443435725712,-5.414699354498758,8,20.828867,-8.677759,0.01638576779026217,4,4,0.6713483146067416,0.011235955056179775,0.02153558052434457,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.48314606741573035,0.3340823970037453,0.06928838951310862,False,0.4307116104868914,0.011235955056179775,0.02153558052434457,0.6207865168539326,0.06460674157303371,0.647003745318352,0.3642322097378277,0.48314606741573035,0.4307116104868914,0.6713483146067416
Jaden McDaniels,85.83,81,185,83.0,834,0.298561151,0.241007194,0.097122302,0.195443645,0.164268585,0.35971223,0.539568345,0.706827309,0.419753086,0.319018405,0.350364964,2614,3.4,0.34,57.3,0.21735083,5.2,1.6,0.0,8.3,3.4,0.0,45.1,0.0,7.0,0.0,1.3,F,imputed,0.12659591839964274,0.07778519765322242,1.6788162259431751,4,15.445869,-9.233477,0.6699438202247191,3,3,0.3267790262172285,0.7677902621722846,0.5720973782771536,0.5046816479400749,0.4101123595505618,0.2696629213483146,0.8904494382022472,0.5636704119850188,0.5633895131086141,0.7172284644194756,False,0.8192883895131086,0.7677902621722846,0.5720973782771536,0.5046816479400749,0.4101123595505618,0.2696629213483146,0.8904494382022472,0.5636704119850188,0.8192883895131086,0.3267790262172285
