player_name,position,ath__athleticism_score,ath__athleticism_source,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality
Trey Murphy III,F,92,measured,80,206,84,839,0.252681764,0.171632896,0.05363528,0.087008343,0.433849821,0.520858164,0.42431466,0.702830189,0.355555556,0.465753425,0.340659341,1854,4.5,0.45,75.8
Anthony Edwards,G,80.625,imputed,76,225,81,1612,0.225186104,0.141439206,0.130272953,0.062034739,0.434863524,0.496898263,0.36662531,0.633608815,0.376190476,0.43,0.395149786,2871,4.5,0.45,75.9
Duncan Robinson,F,85.83,imputed,79,215,80,663,0.146304676,0.105580694,0.019607843,0.149321267,0.57918552,0.728506787,0.25188537,0.649484536,0.384615385,0.414141414,0.388020833,1785,5.2,0.52,76.2
Aaron Nesmith,G,84.81,imputed,77,215,82,379,0.263852243,0.134564644,0.08707124,0.205804749,0.308707124,0.514511873,0.398416887,0.68,0.454545455,0.5,0.384615385,1123,2.3,0.23,76.3
Ty Jerome,G-F,72.49,measured,77,195,76,618,0.147249191,0.338187702,0.105177994,0.063106796,0.343042071,0.406148867,0.485436893,0.538461538,0.584615385,0.487179487,0.433962264,1392,6.7,0.67,76.3
Desmond Bane,G,80.625,imputed,77,215,76.25,1018,0.249508841,0.224950884,0.114931238,0.081532417,0.329076621,0.410609037,0.474459725,0.677165354,0.495726496,0.313253012,0.411940299,2205,6.7,0.67,76.9
Tyler Herro,G,80.625,imputed,77,195,75.25,1378,0.165457184,0.251814224,0.096516691,0.058780842,0.425979681,0.484760522,0.417271408,0.653508772,0.436090226,0.456790123,0.364565588,2725,6.4,0.64,77.3
Darius Garland,F,80.625,imputed,73,192,77,1174,0.180579216,0.224872232,0.1439523,0.071550256,0.378194208,0.449744463,0.405451448,0.608490566,0.437869822,0.380952381,0.405405405,2301,7.6,0.76,77.6
Brice Sensabaugh,F,85.83,imputed,78,235,83,599,0.103505843,0.188647746,0.086811352,0.202003339,0.41736227,0.619365609,0.292153589,0.629032258,0.461538462,0.504132231,0.384,1432,2.8,0.28,78.3
Anfernee Simons,G,80.5,measured,75,200,81.25,1125,0.166222222,0.182222222,0.124444444,0.052444444,0.470222222,0.522666667,0.348444444,0.614973262,0.471428571,0.355932203,0.366729679,2292,5.5,0.55,78.4
Coby White,G,80.625,imputed,77,195,77,1121,0.257805531,0.140053524,0.08117752,0.072256913,0.441570027,0.51382694,0.397859054,0.640138408,0.384615385,0.382716049,0.373737374,2450,4.8,0.48,78.5
Klay Thompson,G,76.5,measured,77,220,81,877,0.080957811,0.096921323,0.191562144,0.177879133,0.45267959,0.630558723,0.177879133,0.676056338,0.404761905,0.384615385,0.392947103,1965,3.2,0.32,78.5
Cameron Johnson,G,84.54,measured,80,210,82,747,0.224899598,0.123159304,0.105756359,0.124497992,0.421686747,0.546184739,0.348058902,0.714285714,0.417721519,0.430107527,0.377777778,1800,5.3,0.53,79.1
Jordan Poole,G,75.34,measured,76,194,78.75,1057,0.209082308,0.132450331,0.070009461,0.053926206,0.531693472,0.585619678,0.34153264,0.678733032,0.337837838,0.333333333,0.384341637,2001,5.2,0.52,79.9
Kyrie Irving,G,80.625,imputed,74,195,76,945,0.198941799,0.237037037,0.184126984,0.063492063,0.315343915,0.378835979,0.435978836,0.675531915,0.408045977,0.5,0.382550336,1804,4.8,0.48,80.3
Damian Lillard,G,87.03,measured,74,200,79.75,992,0.202620968,0.102822581,0.166330645,0.04233871,0.481854839,0.524193548,0.305443548,0.606965174,0.478787879,0.404761905,0.376569038,2093,7.1,0.71,83.3
Stephen Curry,G,75.26,measured,74,185,75.5,1258,0.128775835,0.144674086,0.103338633,0.067567568,0.550874404,0.618441971,0.273449921,0.641975309,0.5,0.482352941,0.388167388,2252,6.5,0.65,91.5
