player_name,position,ath__athleticism_score,ath__athleticism_source,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality
Quentin Grimes,G,82.2,measured,76,210,79.75,823,0.277035237,0.091130012,0.120291616,0.12272175,0.388821385,0.511543135,0.368165249,0.684210526,0.373737374,0.485148515,0.353125,2013,4.6,0.46,61.8
DeMar DeRozan,C,83.39,measured,78,220,81,1308,0.092507645,0.222477064,0.489296636,0.064984709,0.126146789,0.191131498,0.314984709,0.719008264,0.4578125,0.364705882,0.321212121,2768,5.7,0.57,61.9
Nickeil Alexander-Walker,G,80.625,imputed,77,205,81.5,616,0.199675325,0.142857143,0.056818182,0.222402597,0.371753247,0.594155844,0.342532468,0.634146341,0.485714286,0.474452555,0.331877729,2073,5.8,0.58,62
Terry Rozier,G,84.77,measured,73,190,80.25,635,0.226771654,0.188976378,0.099212598,0.218897638,0.25984252,0.478740157,0.415748031,0.569444444,0.444444444,0.273381295,0.321212121,1658,4.3,0.43,62
Bennedict Mathurin,G-F,84.81,imputed,77,210,81,853,0.344665885,0.189917937,0.127784291,0.052754982,0.281359906,0.334114889,0.534583822,0.615646259,0.366972477,0.4,0.333333333,2149,2.2,0.22,62.2
Bobby Portis,F,83.85,measured,82,250,86,595,0.21512605,0.2,0.285714286,0.080672269,0.218487395,0.299159664,0.41512605,0.65625,0.417647059,0.4375,0.338461538,1244,3.9,0.39,62.2
Monte Morris,G,70.9,measured,74,183,76,195,0.102564103,0.302564103,0.153846154,0.21025641,0.230769231,0.441025641,0.405128205,0.65,0.466666667,0.365853659,0.355555556,571,6.3,0.63,62.2
Jared Butler,G,80.625,imputed,75,193,76,453,0.236203091,0.304635762,0.086092715,0.08388521,0.289183223,0.373068433,0.540838852,0.672897196,0.461538462,0.447368421,0.328244275,1044,8.4,0.84,62.3
Naz Reid,C,88.94,measured,81,264,87.25,923,0.241603467,0.22751896,0.030335861,0.120260022,0.378114843,0.498374865,0.469122427,0.659192825,0.428571429,0.378378378,0.381088825,2200,3.8,0.38,62.3
Nikola Vucevic,C,83.45,measured,82,260,88.5,1038,0.26300578,0.323699422,0.104046243,0.026011561,0.282273603,0.308285164,0.586705202,0.659340659,0.435185185,0.407407407,0.402730375,2278,5.2,0.52,62.4
Ryan Rollins,G,76.5,measured,75,180,81.75,271,0.265682657,0.173431734,0.118081181,0.191881919,0.250922509,0.442804428,0.439114391,0.666666667,0.40625,0.480769231,0.352941176,820,5.6,0.56,62.4
Dalton Knecht,G-F,87.92,measured,78,215,81,557,0.199281867,0.131059246,0.059245961,0.175942549,0.430879713,0.606822262,0.330341113,0.756756757,0.454545455,0.43877551,0.354166667,1494,2.3,0.23,62.5
Keegan Murray,F-G,85.83,imputed,80,225,83,820,0.18902439,0.185365854,0.07804878,0.164634146,0.381707317,0.546341463,0.374390244,0.774193548,0.375,0.377777778,0.329073482,2610,2.3,0.23,62.5
Malik Beasley,G,80.625,imputed,76,187,79,1071,0.083099907,0.12605042,0.075630252,0.155929038,0.557422969,0.713352007,0.209150327,0.617977528,0.407407407,0.526946108,0.386934673,2283,2.6,0.26,62.6
Matas Buzelis,F,82.96,measured,82,209,82,555,0.369369369,0.120720721,0.030630631,0.243243243,0.236036036,0.479279279,0.49009009,0.590243902,0.294117647,0.362962963,0.358778626,1511,2,0.2,62.6
Simone Fontecchio,F,85.83,imputed,80,209,82,373,0.211796247,0.109919571,0.069705094,0.227882038,0.375335121,0.603217158,0.321715818,0.582278481,0.346153846,0.282352941,0.371428571,1237,2.4,0.24,62.6
Svi Mykhailiuk,G-F,81.47,measured,79,205,77,302,0.119205298,0.135761589,0.072847682,0.168874172,0.496688742,0.665562914,0.254966887,0.555555556,0.454545455,0.352941176,0.346666667,760,4.1,0.41,62.6
Ziaire Williams,F,85.88,measured,81,185,82.25,520,0.288461538,0.098076923,0.032692308,0.248076923,0.328846154,0.576923077,0.386538462,0.593333333,0.294117647,0.310077519,0.368421053,1541,2.5,0.25,62.6
Brook Lopez,C,93.36,measured,85,282,89.5,774,0.257105943,0.180878553,0.080103359,0.050387597,0.431524548,0.481912145,0.437984496,0.778894472,0.451612903,0.564102564,0.350299401,2546,3.1,0.31,62.7
Jabari Smith Jr.,F,85.83,imputed,82,220,85,566,0.219081272,0.159010601,0.132508834,0.114840989,0.374558304,0.489399293,0.378091873,0.64516129,0.36,0.353846154,0.353773585,1716,1.3,0.13,62.7
Royce O'Neale,F,85.83,imputed,78,226,81,570,0.115789474,0.089473684,0.021052632,0.196491228,0.571929825,0.768421053,0.205263158,0.636363636,0.25,0.508928571,0.374233129,1837,5.3,0.53,62.7
Tristan da Silva,F,83.86,measured,80,217,82.25,483,0.265010352,0.182194617,0.057971014,0.200828157,0.291925466,0.492753623,0.447204969,0.5859375,0.321428571,0.360824742,0.319148936,1629,4.2,0.42,62.8
Cole Anthony,G,80.625,imputed,74,185,76.5,543,0.184162063,0.26335175,0.151012891,0.062615101,0.335174954,0.397790055,0.447513812,0.61,0.353658537,0.441176471,0.340659341,1234,5.6,0.56,62.9
Christian Braun,C,92.15,measured,78,220,78.5,821,0.521315469,0.158343484,0.047503045,0.090133983,0.181485993,0.271619976,0.679658952,0.714953271,0.41025641,0.351351351,0.422818792,2675,4.5,0.45,63
Michael Porter Jr.,F,85.83,imputed,82,218,84,1048,0.279580153,0.127862595,0.125954198,0.060114504,0.398854962,0.458969466,0.407442748,0.737201365,0.409090909,0.507936508,0.385167464,2593,3.3,0.33,63.2
Devin Vassell,G-F,84.81,imputed,77,200,82,889,0.168728909,0.132733408,0.214848144,0.119235096,0.363329584,0.482564679,0.301462317,0.62,0.455497382,0.433962264,0.346749226,1983,4.3,0.43,63.3
Julian Strawther,G,80.345,measured,78,205,81.25,486,0.183127572,0.21399177,0.049382716,0.086419753,0.467078189,0.553497942,0.397119342,0.651685393,0.416666667,0.5,0.321585903,1384,2.8,0.28,63.4
Bradley Beal,G,88.65,measured,76,207,80,694,0.191642651,0.236311239,0.191642651,0.125360231,0.255043228,0.380403458,0.42795389,0.736842105,0.421052632,0.413793103,0.372881356,1702,5,0.5,63.5
Jaylen Wells,G-F,78.78,measured,80,,79.25,676,0.168639053,0.153846154,0.097633136,0.227810651,0.352071006,0.579881657,0.322485207,0.692982456,0.409090909,0.363636364,0.344537815,2043,3.6,0.36,63.6
Jose Alvarado,G,80.625,imputed,72,179,73,521,0.151631478,0.214971209,0.040307102,0.122840691,0.468330134,0.591170825,0.366602687,0.544303797,0.428571429,0.359375,0.360655738,1366,7.7,0.77,63.6
Miles McBride,G,82.56,measured,74,195,80.75,547,0.166361974,0.104204753,0.15904936,0.166361974,0.398537477,0.564899452,0.270566728,0.505494505,0.494252874,0.373626374,0.371559633,1593,6.1,0.61,63.7
Moses Moody,G,80.625,imputed,77,211,84.75,568,0.198943662,0.153169014,0.054577465,0.225352113,0.367957746,0.593309859,0.352112676,0.725663717,0.161290323,0.4296875,0.339712919,1649,2.7,0.27,63.7
Fred VanVleet,G,80.625,imputed,72,197,74,759,0.122529644,0.113306983,0.156785244,0.06455863,0.532279315,0.596837945,0.235836627,0.494623656,0.403361345,0.326530612,0.353960396,2111,7.3,0.73,63.8
Antonio Reeves,G,75.99,measured,78,195,82,248,0.221774194,0.173387097,0.084677419,0.189516129,0.326612903,0.516129032,0.39516129,0.581818182,0.380952381,0.340425532,0.432098765,660,2.5,0.25,64
Dennis Schroder,G,71.18,measured,73,175,79.75,827,0.187424426,0.195888755,0.166868198,0.043530834,0.401451028,0.444981862,0.38331318,0.561290323,0.463768116,0.5,0.328313253,2105,7.6,0.76,64
Nikola Jokic,C,93.27,imputed,83,284,87,1364,0.315982405,0.356304985,0.085043988,0.010997067,0.215542522,0.226539589,0.67228739,0.719257541,0.517241379,0.533333333,0.43537415,2571,9.5,0.95,64
OG Anunoby,F,89.825,imputed,79,240,86.25,1027,0.379746835,0.096397274,0.075949367,0.210321324,0.23661149,0.446932814,0.476144109,0.656410256,0.320512821,0.37962963,0.366255144,2706,2.9,0.29,64
Nicolas Batum,G-F,84.81,imputed,79,230,85,238,0.088235294,0.029411765,0.029411765,0.428571429,0.424369748,0.852941176,0.117647059,0.571428571,0.428571429,0.460784314,0.405940594,1367,5.5,0.55,64.1
Tobias Harris,F,92.36,measured,80,226,83,805,0.219875776,0.293167702,0.159006211,0.151552795,0.176397516,0.327950311,0.513043478,0.734463277,0.40625,0.385245902,0.309859155,2305,3.8,0.38,64.1
Jordan Clarkson,G,83.35,measured,77,194,80,493,0.119675456,0.312373225,0.097363083,0.052738337,0.411764706,0.464503043,0.432048682,0.576271186,0.395833333,0.461538462,0.354679803,962,5.2,0.52,64.2
Joel Embiid,F-C,89.695,imputed,84,280,89,315,0.247619048,0.244444444,0.263492063,0,0.244444444,0.244444444,0.492063492,0.628205128,0.385542169,0,0.298701299,574,5.3,0.53,64.3
Jordan Hawkins,G,80.625,imputed,77,190,78.75,556,0.104316547,0.124100719,0.174460432,0.15647482,0.440647482,0.597122302,0.228417266,0.551724138,0.391752577,0.402298851,0.306122449,1321,1.7,0.17,64.3
Kentavious Caldwell-Pope,G,81.1,measured,77,204,80,544,0.139705882,0.0625,0.191176471,0.21875,0.387867647,0.606617647,0.202205882,0.736842105,0.528846154,0.344537815,0.341232227,2279,3.9,0.39,64.3
Paul George,F,85.83,imputed,80,220,83.25,570,0.140350877,0.11754386,0.271929825,0.085964912,0.38245614,0.468421053,0.257894737,0.7375,0.419354839,0.285714286,0.376146789,1334,5.6,0.56,64.3
Franz Wagner,F,85.83,imputed,82,220,83.5,1161,0.284237726,0.320413437,0.092161929,0.037037037,0.263565891,0.300602929,0.604651163,0.666666667,0.411214953,0.441860465,0.277777778,2023,5.7,0.57,64.7
D'Angelo Russell,G-F,80.625,imputed,75,193,81.75,638,0.131661442,0.21630094,0.087774295,0.051724138,0.509404389,0.561128527,0.347962382,0.619047619,0.339285714,0.272727273,0.32,1480,7.6,0.76,64.8
Aaron Gordon,G-F,93.69,measured,80,235,83.75,497,0.432595573,0.116700201,0.104627767,0.130784708,0.213279678,0.344064386,0.549295775,0.646511628,0.5,0.476923077,0.41509434,1447,5.8,0.58,65
Al Horford,C-F,98.6,measured,81,240,84.75,461,0.164859002,0.127982646,0.026030369,0.229934924,0.449023861,0.678958785,0.292841649,0.697368421,0.166666667,0.377358491,0.357487923,1659,5.3,0.53,65
Brandon Ingram,F,85.83,imputed,80,190,87,333,0.159159159,0.192192192,0.303303303,0.033033033,0.312312312,0.345345345,0.351351351,0.716981132,0.455445545,0.272727273,0.384615385,595,5.5,0.55,65.1
Kawhi Leonard,F,80.17,measured,78,225,87,623,0.186195827,0.274478331,0.23434992,0.04494382,0.260032103,0.304975923,0.460674157,0.724137931,0.479452055,0.392857143,0.413580247,1180,4.2,0.42,65.4
Khris Middleton,G,82.6,measured,79,222,82.75,337,0.09495549,0.210682493,0.299703264,0.065281899,0.326409496,0.391691395,0.305637982,0.625,0.504950495,0.318181818,0.372727273,843,7.7,0.77,65.4
Nikola Jovic,F,85.83,imputed,82,205,84.25,377,0.236074271,0.159151194,0.047745358,0.212201592,0.344827586,0.557029178,0.395225464,0.685393258,0.388888889,0.475,0.307692308,1156,6.1,0.61,65.4
Aaron Wiggins,F,77.94,measured,77,190,81.75,728,0.32967033,0.15521978,0.049450549,0.159340659,0.304945055,0.464285714,0.48489011,0.691666667,0.388888889,0.353448276,0.400900901,1744,3.5,0.35,65.8
Keyonte George,F,80.625,imputed,76,185,78,919,0.109902067,0.249183896,0.089227421,0.080522307,0.471164309,0.551686616,0.359085963,0.613861386,0.353658537,0.486486486,0.318706697,2109,7,0.7,65.8
Marcus Sasser,G,74.85,measured,73,195,79,296,0.155405405,0.192567568,0.138513514,0.077702703,0.435810811,0.513513514,0.347972973,0.695652174,0.414634146,0.391304348,0.379844961,811,6.9,0.69,65.8
Luka Doncic,F-G,89.825,imputed,78,230,83,1025,0.154146341,0.223414634,0.153170732,0.024390244,0.442926829,0.467317073,0.377560976,0.708860759,0.388535032,0.4,0.36784141,1769,7.6,0.76,66
Noah Clowney,F-C,95.17,imputed,82,210,86,372,0.163978495,0.11827957,0.016129032,0.185483871,0.51344086,0.698924731,0.282258065,0.573770492,0.166666667,0.347826087,0.329842932,1042,1.3,0.13,66
John Collins,G,96.47,measured,81,226,83.25,531,0.327683616,0.305084746,0.088512241,0.109227872,0.169491525,0.278719397,0.632768362,0.67816092,0.425531915,0.431034483,0.377777778,1220,2,0.2,66.3
Max Christie,G,82.41,measured,77,190,80.75,590,0.186440678,0.179661017,0.101694915,0.198305085,0.330508475,0.528813559,0.366101695,0.745454545,0.35,0.384615385,0.358974359,2127,3.7,0.37,66.4
Alec Burks,G,77.76,measured,77,214,82,271,0.070110701,0.099630996,0.066420664,0.380073801,0.380073801,0.760147601,0.169741697,0.421052632,0.444444444,0.40776699,0.446601942,863,3.4,0.34,66.5
Jalen Green,F,80.625,imputed,76,186,79.5,1437,0.242867084,0.145441893,0.151704941,0.051496173,0.40848991,0.459986082,0.388308977,0.641833811,0.362385321,0.378378378,0.350936968,2697,3.8,0.38,66.6
Aaron Holiday,G,69.67,measured,72,185,79.5,268,0.082089552,0.160447761,0.082089552,0.134328358,0.537313433,0.671641791,0.242537313,0.727272727,0.5,0.472222222,0.381944444,792,4.8,0.48,66.8
Jalen Brunson,G,79.59,measured,74,190,76,1200,0.188333333,0.291666667,0.189166667,0.049166667,0.281666667,0.330833333,0.48,0.64159292,0.449339207,0.406779661,0.378698225,2301,7.3,0.73,66.9
Caleb Houstan,F,80.625,imputed,80,205,83,190,0.057894737,0.042105263,0.057894737,0.294736842,0.547368421,0.842105263,0.1,0.545454545,0.363636364,0.321428571,0.442307692,788,3.2,0.32,67
Max Strus,G-F,84.81,imputed,77,215,79.5,373,0.158176944,0.053619303,0.002680965,0.249329759,0.533512064,0.782841823,0.211796247,0.745762712,0,0.397849462,0.381909548,1273,7.1,0.71,67.1
Taurean Prince,F,96.9,measured,78,218,83.5,514,0.192607004,0.107003891,0.048638132,0.336575875,0.311284047,0.647859922,0.299610895,0.585858586,0.4,0.450867052,0.43125,2166,4.8,0.48,67.2
Dillon Brooks,G-F,90.45,measured,79,225,78,895,0.154189944,0.2,0.121787709,0.131843575,0.391061453,0.522905028,0.354189944,0.550724638,0.458715596,0.381355932,0.402857143,2388,2.6,0.26,67.3
Jayson Tatum,G,89.825,imputed,80,210,83,1465,0.233447099,0.124914676,0.144709898,0.030716724,0.466211604,0.496928328,0.358361775,0.719298246,0.396226415,0.444444444,0.336749634,2624,6.4,0.64,67.3
Cade Cunningham,G,80.625,imputed,78,220,84.25,1457,0.249828415,0.331503089,0.131091283,0.014413178,0.270418668,0.284831846,0.581331503,0.568681319,0.45026178,0.380952381,0.360406091,2452,8.3,0.83,67.4
Donte DiVincenzo,G,91.26,measured,76,203,78,593,0.153456998,0.096121417,0.011804384,0.150084317,0.585160202,0.735244519,0.249578415,0.582417582,0.428571429,0.426966292,0.391930836,1606,6.7,0.67,67.4
Jerami Grant,F,85.83,imputed,79,213,86.75,574,0.256097561,0.132404181,0.097560976,0.200348432,0.31358885,0.513937282,0.388501742,0.462585034,0.357142857,0.373913043,0.361111111,1524,3.1,0.31,67.4
Miles Bridges,F,85.83,imputed,79,225,81.5,1089,0.303030303,0.232323232,0.051423324,0.101928375,0.305785124,0.407713499,0.535353535,0.654545455,0.303571429,0.378378378,0.297297297,2029,4.8,0.48,67.5
Jalen Suggs,F,80.625,imputed,77,205,77.5,481,0.174636175,0.189189189,0.133056133,0.074844075,0.41995842,0.494802495,0.363825364,0.738095238,0.359375,0.444444444,0.297029703,1002,4,0.4,67.7
Corey Kispert,F,89.37,measured,78,224,79,565,0.23539823,0.157522124,0.02300885,0.100884956,0.474336283,0.575221239,0.392920354,0.684210526,0.153846154,0.368421053,0.369402985,1602,3.2,0.32,67.8
Harrison Barnes,F,108.67,measured,79,225,83.25,683,0.304538799,0.133235725,0.035139092,0.300146413,0.224011713,0.524158126,0.437774524,0.658653846,0.5,0.473170732,0.385620915,2230,3.8,0.38,67.8
Malik Monk,G,80.625,imputed,75,200,77,939,0.197018104,0.250266241,0.096911608,0.056443024,0.397231097,0.453674121,0.447284345,0.616216216,0.406593407,0.452830189,0.308310992,2054,7,0.7,68.1
Quinten Post,C,80.92,measured,84,245,86,274,0.189781022,0.127737226,0.02919708,0.178832117,0.47080292,0.649635036,0.317518248,0.5,0.625,0.428571429,0.403100775,686,3.9,0.39,68.1
Georges Niang,F,79.9,measured,78,230,82,620,0.166129032,0.146774194,0.027419355,0.259677419,0.4,0.659677419,0.312903226,0.660194175,0.352941176,0.409937888,0.403225806,1697,3,0.3,68.2
Gradey Dick,G-F,81.15,measured,79,200,80.75,647,0.244204019,0.112828439,0.139103555,0.136012365,0.366306028,0.502318393,0.357032457,0.525316456,0.422222222,0.340909091,0.35443038,1587,2.3,0.23,68.5
Jay Huff,G,93.27,imputed,85,240,87,305,0.259016393,0.055737705,0.032786885,0.163934426,0.48852459,0.652459016,0.314754098,0.810126582,0.3,0.36,0.416107383,748,2,0.2,68.5
Jrue Holiday,F,78.76,measured,76,220,79,573,0.230366492,0.165794066,0.069808028,0.178010471,0.356020942,0.534031414,0.396160558,0.704545455,0.45,0.303921569,0.37745098,1896,6.7,0.67,68.5
Kristaps Porzingis,F-C,95.17,imputed,86,240,90,574,0.219512195,0.242160279,0.102787456,0.029616725,0.405923345,0.43554007,0.461672474,0.69047619,0.355932203,0.352941176,0.416309013,1210,3.5,0.35,69
Victor Wembanyama,G,95.17,imputed,89,235,96,857,0.241540257,0.12252042,0.165694282,0.031505251,0.431738623,0.463243874,0.364060677,0.753623188,0.401408451,0.333333333,0.359459459,1527,4.1,0.41,69.1
Garrison Mathews,G,80.625,imputed,77,215,79,257,0.050583658,0.058365759,0.042801556,0.26848249,0.579766537,0.848249027,0.108949416,0.538461538,0.272727273,0.579710145,0.302013423,830,3.8,0.38,69.3
Karl-Anthony Towns,F,89.695,imputed,84,248,87.5,1215,0.423045267,0.214814815,0.083950617,0.018106996,0.260082305,0.2781893,0.637860082,0.6692607,0.343137255,0.318181818,0.42721519,2517,3.5,0.35,69.4
AJ Green,F,80.625,imputed,76,190,79,424,0.030660377,0.025943396,0.087264151,0.264150943,0.58490566,0.849056604,0.056603774,0.615384615,0.351351351,0.526785714,0.383064516,1659,4.4,0.44,69.5
Johnny Juzang,C,83.055,measured,79,209,83,475,0.113684211,0.155789474,0.069473684,0.271578947,0.389473684,0.661052632,0.269473684,0.666666667,0.484848485,0.410852713,0.351351351,1270,2.7,0.27,69.5
Bogdan Bogdanovic,G,80.625,imputed,77,225,83,492,0.138211382,0.166666667,0.107723577,0.12601626,0.459349593,0.585365854,0.304878049,0.544117647,0.471698113,0.370967742,0.362831858,1348,5.2,0.52,70
Norman Powell,G,92.24,measured,75,215,82.75,945,0.26031746,0.205291005,0.081481481,0.06984127,0.37989418,0.44973545,0.465608466,0.650406504,0.363636364,0.393939394,0.426183844,1958,2.3,0.23,70
Nick Smith Jr.,G,80.625,imputed,74,185,80,568,0.079225352,0.251760563,0.13028169,0.112676056,0.424295775,0.536971831,0.330985915,0.577777778,0.418918919,0.359375,0.336099585,1369,4.6,0.46,70.4
Buddy Hield,G,80.625,imputed,76,220,81.25,786,0.142493639,0.091603053,0.067430025,0.171755725,0.525445293,0.697201018,0.234096692,0.651785714,0.339622642,0.385185185,0.365617433,1863,2.9,0.29,70.5
Tim Hardaway Jr.,G-F,84.81,measured,77,205,79,680,0.107352941,0.091176471,0.129411765,0.166176471,0.505882353,0.672058824,0.198529412,0.684931507,0.352272727,0.380530973,0.363372093,2153,3.1,0.31,70.6
Cameron Payne,G,76.32,measured,75,183,79.25,446,0.170403587,0.192825112,0.062780269,0.062780269,0.511210762,0.573991031,0.3632287,0.473684211,0.321428571,0.321428571,0.368421053,1090,7.9,0.79,71
Jamison Battle,G,85.83,imputed,79,220,80,347,0.11815562,0.07204611,0.063400576,0.311239193,0.435158501,0.746397695,0.190201729,0.536585366,0.454545455,0.407407407,0.40397351,1042,2.9,0.29,71
Seth Curry,G,80.625,imputed,73,185,76,343,0.093294461,0.119533528,0.256559767,0.172011662,0.358600583,0.530612245,0.212827988,0.75,0.488636364,0.542372881,0.414634146,1062,2.9,0.29,71.1
Jared McCain,F-C,73.93,measured,75,195,75.5,274,0.255474453,0.193430657,0.065693431,0.109489051,0.375912409,0.48540146,0.448905109,0.585714286,0.5,0.333333333,0.398058252,592,4.1,0.41,71.2
Donovan Mitchell,G,99.27,measured,75,215,82,1320,0.190151515,0.181060606,0.149242424,0.049242424,0.428030303,0.477272727,0.371212121,0.605577689,0.426395939,0.461538462,0.359292035,2232,5.9,0.59,71.4
Keon Ellis,F,68.69,measured,76,175,80.5,464,0.135775862,0.107758621,0.064655172,0.232758621,0.459051724,0.691810345,0.243534483,0.793650794,0.333333333,0.5,0.399061033,1948,3.7,0.37,71.8
Tyus Jones,G,70.83,measured,73,196,77,683,0.083455344,0.244509517,0.084919473,0.218155198,0.368960469,0.587115666,0.327964861,0.754385965,0.396551724,0.476510067,0.376984127,2174,9.1,0.91,71.8
Collin Sexton,G,80.625,imputed,75,190,79.25,867,0.207612457,0.362168397,0.117647059,0.070357555,0.24106113,0.311418685,0.569780854,0.622222222,0.352941176,0.459016393,0.392344498,1758,4.9,0.49,72.1
Derrick White,G,80.75,measured,76,190,79.5,959,0.107403545,0.114702815,0.057351408,0.128258603,0.592283629,0.720542231,0.222106361,0.718446602,0.418181818,0.430894309,0.373239437,2574,6.8,0.68,72.1
Grayson Allen,G,86.39,measured,75,198,79.25,489,0.151329243,0.116564417,0.016359918,0.202453988,0.513292434,0.715746421,0.267893661,0.635135135,0.25,0.494949495,0.398406375,1544,4.5,0.45,72.1
Cam Thomas,F,80.625,imputed,75,210,78.5,454,0.176211454,0.204845815,0.189427313,0.052863436,0.374449339,0.427312775,0.381057269,0.575,0.488372093,0.25,0.364705882,781,4.3,0.43,72.2
Tyrese Maxey,G,80.625,imputed,74,200,79,1091,0.292392301,0.181484876,0.087992667,0.041246563,0.394133822,0.435380385,0.473877177,0.589341693,0.4375,0.311111111,0.341860465,1960,5.9,0.59,72.3
Chris Paul,G,78.83,measured,72,175,76,583,0.02915952,0.111492281,0.222984563,0.084048027,0.548885077,0.632933105,0.140651801,0.823529412,0.469230769,0.346938776,0.384375,2292,10,1,72.4
Brandon Miller,F,85.83,imputed,79,200,83.5,491,0.132382892,0.183299389,0.087576375,0.052953157,0.535641548,0.588594705,0.315682281,0.676923077,0.302325581,0.307692308,0.365019011,924,4,0.4,72.7
Kevin Durant,F,77.99,measured,83,240,88.75,1124,0.110320285,0.304270463,0.254448399,0.078291815,0.252669039,0.330960854,0.414590747,0.790322581,0.531468531,0.5,0.408450704,2265,4.8,0.48,72.7
Amir Coffey,G-F,84.81,imputed,79,210,79.25,510,0.207843137,0.18627451,0.121568627,0.184313725,0.3,0.484313725,0.394117647,0.650943396,0.5,0.457446809,0.379084967,1748,2.5,0.25,72.8
De'Andre Hunter,F-C,89.825,imputed,80,221,86,762,0.18503937,0.199475066,0.106299213,0.152230971,0.354330709,0.50656168,0.384514436,0.617021277,0.49382716,0.370689655,0.422222222,1740,2.2,0.22,72.9
Devin Booker,G,78.69,measured,77,206,80.25,1420,0.142253521,0.24084507,0.228873239,0.052816901,0.335211268,0.388028169,0.383098592,0.688118812,0.516923077,0.346666667,0.329831933,2795,7.2,0.72,72.9
Trae Young,G,80.625,imputed,73,164,75,1376,0.159156977,0.261627907,0.112645349,0.037063953,0.425872093,0.462936047,0.420784884,0.525114155,0.451612903,0.431372549,0.332764505,2739,9.1,0.91,73
LaMelo Ball,F,80.625,imputed,79,180,80,1003,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505,7.1,0.71,73.1
Isaiah Joe,G,80.625,imputed,75,165,79.5,588,0.085034014,0.057823129,0.06462585,0.151360544,0.641156463,0.792517007,0.142857143,0.76,0.394736842,0.561797753,0.376657825,1604,4.1,0.41,73.3
Lauri Markkanen,F-C,95.17,imputed,85,240,83,700,0.201428571,0.167142857,0.061428571,0.104285714,0.464285714,0.568571429,0.368571429,0.638297872,0.325581395,0.410958904,0.332307692,1476,2.1,0.21,73.3
Tyrese Haliburton,F,80.625,imputed,77,185,79.75,1006,0.130218688,0.157057654,0.154075547,0.043737575,0.505964215,0.549701789,0.287276342,0.717557252,0.483870968,0.431818182,0.390962672,2451,9.9,0.99,73.3
Immanuel Quickley,G,76.69,measured,74,190,80.25,438,0.146118721,0.244292237,0.095890411,0.057077626,0.4543379,0.511415525,0.390410959,0.578125,0.404761905,0.4,0.376884422,918,7.6,0.76,73.6
Gary Trent Jr.,F,80.625,imputed,77,204,80.75,657,0.088280061,0.115677321,0.136986301,0.162861492,0.496194825,0.659056317,0.203957382,0.534482759,0.4,0.476635514,0.395705521,1893,2.3,0.23,74
Mike Conley,G,83.92,measured,73,175,77.75,468,0.11965812,0.16025641,0.057692308,0.188034188,0.472222222,0.66025641,0.27991453,0.535714286,0.185185185,0.5,0.375565611,1756,9,0.9,74.3
Austin Reaves,G,71.35,measured,77,197,78.25,1037,0.193828351,0.232401157,0.06171649,0.066538091,0.43876567,0.505303761,0.426229508,0.691542289,0.40625,0.463768116,0.369230769,2550,7.1,0.71,74.4
Zach LaVine,G,82.42,measured,77,200,80.25,1223,0.28045789,0.107113655,0.174161897,0.07686018,0.361406378,0.438266558,0.387571545,0.685131195,0.399061033,0.468085106,0.441176471,2602,4.6,0.46,74.5
Luke Kennard,G,80.625,imputed,77,206,77.25,431,0.106728538,0.164733179,0.118329466,0.153132251,0.454756381,0.607888631,0.271461717,0.717391304,0.470588235,0.515151515,0.408163265,1472,7.7,0.77,74.7
James Harden,F,92.14,measured,77,220,82.75,1295,0.158301158,0.240926641,0.084942085,0.023166023,0.492664093,0.515830116,0.399227799,0.590243902,0.445454545,0.4,0.349529781,2789,8.2,0.82,74.8
Sam Hauser,F,84.05,measured,79,217,81.25,474,0.067510549,0.033755274,0.056962025,0.238396624,0.601265823,0.839662447,0.101265823,0.71875,0.62962963,0.451327434,0.403508772,1541,3,0.3,74.9
Jamal Murray,G,80.625,imputed,76,215,78.5,1121,0.190900981,0.206958073,0.247992864,0.035682426,0.315789474,0.3514719,0.397859054,0.644859813,0.449640288,0.375,0.398305085,2418,6.6,0.66,75.1
Julian Champagnie,F,80.685,measured,79,217,82,665,0.189473684,0.063157895,0.02556391,0.228571429,0.493233083,0.721804511,0.252631579,0.634920635,0.411764706,0.407894737,0.353658537,1932,2.8,0.28,75.3
Sam Merrill,G,80.625,imputed,76,205,77,424,0.089622642,0.028301887,0.014150943,0.198113208,0.669811321,0.867924528,0.117924528,0.710526316,0.5,0.392857143,0.366197183,1401,4.7,0.47,75.3
Payton Pritchard,G,80.625,imputed,73,195,76,866,0.150115473,0.065819861,0.061200924,0.120092379,0.593533487,0.713625866,0.215935335,0.753846154,0.452830189,0.461538462,0.402723735,2271,5.9,0.59,75.4
Shai Gilgeous-Alexander,G,80.625,imputed,78,195,83.5,1656,0.254830918,0.272342995,0.210144928,0.009057971,0.253019324,0.262077295,0.527173913,0.696682464,0.5,0.333333333,0.377088305,2598,6.5,0.65,75.4
