player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,dominance__cpm,position,ath__athleticism_source,pca1,pca2,pca3,cluster_k9,umap1,umap2,size_score,playstyle_variety,playstyle_variety_raw,playstyle_variety_score,size_height_pct,size_wing_pct,shooting_score,creation_score,passing_score,defense_score,portability_score,unicorn_score,unicorn_percentile,is_unicorn,dominance_score,stature__height_inches_pct,stature__wingspan_in_pct,shoot__quality_pct,usage__creation_score_pct,pass__passer_rating_pct,defense__crafted_dpm_pct,portability__score_pct,dominance__cpm_pct,playstyle_variety_pct,name_key,usg_pct,offensive_load,box_creation
Yuki Kawamura,80.625,68,154,71.0,30,0.066666667,0.066666667,0.1,0.1,0.666666667,0.766666667,0.133333333,0.5,0.666666667,0.333333333,0.3,0,5.2796875,0.52796875,59.91,0.0,5.0,-0.146052632,5.752131783,19.4505814,2.540697674,0.913953488,25.48837209,5.338953488,3.997093023,3.2875,-0.125,G,imputed,-4.811504326,-2.205269303,-2.402195162,3,18.769796,-9.34858,0.001872659,4,4,0.671348315,0.001872659,0.001872659,0.620786517,0.064606742,0.647003745,0.36423221,0.483146067,0.331179775,0.059925094,False,0.43071161,0.001872659,0.001872659,0.620786517,0.064606742,0.647003745,0.36423221,0.483146067,0.43071161,0.671348315,Yuki Kawamura,0.0,0.0,0.0
AJ Johnson,70.22,77,160,80.5,213,0.370892019,0.183098592,0.023474178,0.056338028,0.356807512,0.41314554,0.55399061,0.569620253,0.2,0.416666667,0.25,639,5.9,0.59,55.1,0.284863436,1.9,-1.3,9.5,25.7,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,G,measured,-1.593292696,0.452490461,-4.266909381,3,19.172413,-8.070187,0.308988764,2,2,0.093632959,0.315543071,0.302434457,0.343632959,0.548689139,0.765917603,0.08988764,0.194756554,0.345458801,0.093632959,False,0.008426966,0.315543071,0.302434457,0.343632959,0.548689139,0.765917603,0.08988764,0.194756554,0.008426966,0.093632959,AJ Johnson,17.4,29.1,2.8
Trae Young,80.625,73,164,75.0,1376,0.159156977,0.261627907,0.112645349,0.037063953,0.425872093,0.462936047,0.420784884,0.525114155,0.451612903,0.431372549,0.332764505,2739,9.1,0.91,73.0,0.93485676,6.6,-2.6,10.3,47.5,0.0,0.0,5.9,6.9,1.4,2.6,0.9,G,imputed,-5.537130901,6.071926097,-1.811483364,7,16.367361,-7.1340423,0.028089888,4,4,0.671348315,0.034644195,0.021535581,0.936329588,0.992509363,0.985018727,0.008426966,0.769662921,0.636376404,0.84082397,False,0.786516854,0.034644195,0.021535581,0.936329588,0.992509363,0.985018727,0.008426966,0.769662921,0.786516854,0.671348315,Trae Young,29.6,65.1,15.6
Isaiah Joe,80.625,75,165,79.5,588,0.085034014,0.057823129,0.06462585,0.151360544,0.641156463,0.792517007,0.142857143,0.76,0.394736842,0.561797753,0.376657825,1604,4.1,0.41,73.3,0.269895551,9.2,0.1,0.0,4.8,9.4,0.0,32.4,16.2,6.6,8.0,1.7,G,imputed,-4.644705336,-1.258289173,2.63546204,1,16.555918,-11.907665,0.168071161,5,5,0.905430712,0.13670412,0.199438202,0.941947566,0.516853933,0.380149813,0.505617978,0.956928839,0.561516854,0.715355805,False,0.86423221,0.13670412,0.199438202,0.941947566,0.516853933,0.380149813,0.505617978,0.956928839,0.86423221,0.905430712,Isaiah Joe,17.2,26.7,2.9
Bones Hyland,80.625,74,169,81.5,118,0.127118644,0.06779661,0.110169492,0.06779661,0.618644068,0.686440678,0.194915254,0.533333333,0.384615385,0.5,0.383561644,239,4.1,0.41,59.91,0.619118618,6.0,-0.146052632,18.8,30.9,0.0,0.0,15.4,6.7,0.0,0.0,-0.125,G,imputed,-4.283047656,0.668735612,-1.166448461,3,18.276499,-8.148464,0.238764045,4,4,0.671348315,0.076779026,0.400749064,0.620786517,0.93071161,0.380149813,0.36423221,0.676029963,0.521395131,0.638576779,False,0.43071161,0.076779026,0.400749064,0.620786517,0.93071161,0.380149813,0.36423221,0.676029963,0.43071161,0.671348315,Bones Hyland,28.2,43.9,8.0
Ja Morant,80.625,74,174,78.0,889,0.293588301,0.310461192,0.075365579,0.059617548,0.255343082,0.31496063,0.604049494,0.62835249,0.47761194,0.320754717,0.31277533,1519,7.1,0.71,60.0,0.862024622,2.1,-0.1,17.8,28.5,0.0,1.3,13.7,1.6,1.2,1.7,2.7,F,imputed,-2.173401977,4.901131533,-2.185245785,7,16.765345,-7.1981163,0.093164794,3,3,0.326779026,0.076779026,0.109550562,0.686329588,0.986891386,0.882022472,0.434456929,0.217228464,0.627481273,0.81835206,False,0.93258427,0.076779026,0.109550562,0.686329588,0.986891386,0.882022472,0.434456929,0.217228464,0.93258427,0.326779026,Ja Morant,32.2,59.8,12.4
Chris Paul,78.83,72,175,76.0,583,0.02915952,0.111492281,0.222984563,0.084048027,0.548885077,0.632933105,0.140651801,0.823529412,0.469230769,0.346938776,0.384375,2292,10.0,1.0,72.4,0.410869673,9.4,0.7,12.5,38.9,0.0,0.0,19.5,4.0,0.0,0.0,1.3,G,measured,-5.673144267,3.748853076,-0.534388768,7,17.519289,-8.075979,0.029026217,3,3,0.326779026,0.011235955,0.046816479,0.925093633,0.769662921,0.998127341,0.715355805,0.983146067,0.661891386,0.874531835,False,0.81928839,0.011235955,0.046816479,0.925093633,0.769662921,0.998127341,0.715355805,0.983146067,0.81928839,0.326779026,Chris Paul,14.0,40.6,7.1
Dennis Schroder,71.18,73,175,79.75,827,0.187424426,0.195888755,0.166868198,0.043530834,0.401451028,0.444981862,0.38331318,0.561290323,0.463768116,0.5,0.328313253,2105,7.6,0.76,64.0,0.51557302,5.7,-0.7,12.96666667,38.5,0.0,0.0,19.8,8.4,0.0,3.8,-1.0,G,measured,-4.741596129,3.581805664,-1.823585815,7,17.254885,-7.613444,0.12593633,4,4,0.671348315,0.034644195,0.217228464,0.79494382,0.855805243,0.921348315,0.188202247,0.629213483,0.535393258,0.670411985,False,0.25,0.034644195,0.217228464,0.79494382,0.855805243,0.921348315,0.188202247,0.629213483,0.25,0.671348315,Dennis Schroder,21.6,43.0,7.1
Keon Ellis,68.69,76,175,80.5,464,0.135775862,0.107758621,0.064655172,0.232758621,0.459051724,0.691810345,0.243534483,0.793650794,0.333333333,0.5,0.399061033,1948,3.7,0.37,71.8,0.139730666,7.6,2.3,1.9,6.5,2.5,0.0,43.6,6.0,3.0,1.8,2.2,F,measured,-3.229440471,-1.597376172,1.993427899,1,16.502712,-9.705073,0.257490637,3,3,0.326779026,0.212546816,0.302434457,0.912921348,0.234082397,0.31741573,0.957865169,0.858614232,0.528370787,0.657303371,False,0.907303371,0.212546816,0.302434457,0.912921348,0.234082397,0.31741573,0.957865169,0.858614232,0.907303371,0.326779026,Keon Ellis,12.7,18.9,1.6
Mike Conley,83.92,73,175,77.75,468,0.11965812,0.16025641,0.057692308,0.188034188,0.472222222,0.66025641,0.27991453,0.535714286,0.185185185,0.5,0.375565611,1756,9.0,0.9,74.3,0.333142024,9.5,1.2,2.8,29.2,0.0,0.0,30.9,10.4,0.0,5.5,1.5,G,measured,-5.038784428,1.106008849,-0.003998451,3,17.51406,-8.560443,0.066479401,4,4,0.671348315,0.034644195,0.098314607,0.949438202,0.65917603,0.981273408,0.826779026,0.996254682,0.679307116,0.895131086,False,0.83988764,0.034644195,0.098314607,0.949438202,0.65917603,0.981273408,0.826779026,0.996254682,0.83988764,0.671348315,Mike Conley,14.4,33.7,5.3
Rob Dillingham,80.625,74,175,75.0,211,0.279620853,0.227488152,0.142180095,0.056872038,0.293838863,0.3507109,0.507109005,0.627118644,0.266666667,0.5,0.306451613,516,6.9,0.69,47.0,0.524261308,0.3,-1.5,10.7,35.9,0.0,0.0,20.7,4.8,0.0,0.0,-3.5,G,imputed,-2.845731004,1.713957657,-4.503179934,3,18.728613,-7.820974,0.049157303,3,3,0.326779026,0.076779026,0.021535581,0.176029963,0.867041199,0.865168539,0.075842697,0.025280899,0.357771536,0.116104869,False,0.013108614,0.076779026,0.021535581,0.176029963,0.867041199,0.865168539,0.075842697,0.025280899,0.013108614,0.326779026,Rob Dillingham,22.7,42.3,7.1
Tre Mann,80.625,75,178,76.0,161,0.322981366,0.198757764,0.105590062,0.093167702,0.279503106,0.372670807,0.52173913,0.442307692,0.411764706,0.4,0.4,319,4.2,0.42,59.91,0.54666241,3.2,-0.146052632,12.4,41.8,0.0,0.0,15.5,5.7,0.0,0.0,-0.125,G,imputed,-2.606624238,1.436119627,-3.130126043,3,18.511557,-8.055118,0.0917603,4,4,0.671348315,0.13670412,0.046816479,0.620786517,0.876404494,0.458801498,0.36423221,0.322097378,0.475234082,0.483146067,False,0.43071161,0.13670412,0.046816479,0.620786517,0.876404494,0.458801498,0.36423221,0.322097378,0.43071161,0.671348315,Tre Mann,26.0,41.4,6.6
A.J. Lawson,80.625,78,179,82.0,190,0.363157895,0.089473684,0.015789474,0.189473684,0.342105263,0.531578947,0.452631579,0.565217391,0.333333333,0.305555556,0.338461538,486,3.0,0.3,59.91,0.306501258,1.3,-0.146052632,0.0,6.5,0.0,0.0,0.0,5.6,9.9,0.0,-0.125,G,imputed,-0.296822069,-1.754530535,-1.301430163,2,20.07804,-8.920651,0.450842697,3,3,0.326779026,0.443820225,0.457865169,0.620786517,0.610486891,0.215355805,0.36423221,0.127340824,0.430383895,0.322097378,False,0.43071161,0.443820225,0.457865169,0.620786517,0.610486891,0.215355805,0.36423221,0.127340824,0.43071161,0.326779026,A.J. Lawson,20.0,28.7,2.5
Jose Alvarado,80.625,72,179,73.0,521,0.151631478,0.214971209,0.040307102,0.122840691,0.468330134,0.591170825,0.366602687,0.544303797,0.428571429,0.359375,0.360655738,1366,7.7,0.77,63.6,0.46494584,5.0,0.7,5.8,34.2,1.6,0.0,28.1,4.7,2.1,1.7,0.7,G,imputed,-4.073114212,1.548522591,-1.766440737,3,18.001493,-8.355729,0.007490637,3,3,0.326779026,0.011235955,0.003745318,0.783707865,0.823970037,0.93164794,0.715355805,0.483146067,0.606273408,0.788389513,False,0.732209738,0.011235955,0.003745318,0.783707865,0.823970037,0.93164794,0.715355805,0.483146067,0.732209738,0.326779026,Jose Alvarado,19.8,40.4,6.5
Craig Porter Jr.,80.625,73,180,76.0,140,0.4,0.171428571,0.085714286,0.092857143,0.235714286,0.328571429,0.571428571,0.660714286,0.25,0.384615385,0.454545455,513,6.4,0.64,54.2,0.309452118,2.5,-0.4,6.3,33.3,0.0,0.0,18.2,6.8,6.3,0.0,-1.5,G,imputed,-2.049364133,0.952727343,-3.525096784,3,19.153866,-8.029659,0.040730337,5,5,0.905430712,0.034644195,0.046816479,0.325842697,0.616104869,0.807116105,0.247191011,0.247191011,0.39321161,0.207865169,False,0.172284644,0.034644195,0.046816479,0.325842697,0.616104869,0.807116105,0.247191011,0.247191011,0.172284644,0.905430712,Craig Porter Jr.,15.9,29.5,4.6
Dejounte Murray,80.625,76,180,82.0,494,0.222672065,0.218623482,0.206477733,0.058704453,0.293522267,0.352226721,0.441295547,0.554545455,0.392156863,0.344827586,0.289655172,1012,7.4,0.74,57.6,0.678773487,2.1,-0.8,12.9,43.1,0.0,0.0,15.7,4.3,0.0,2.2,-0.8,G,imputed,-2.823769632,3.427979021,-2.934587035,3,18.168053,-7.710706,0.335205993,3,3,0.326779026,0.212546816,0.457865169,0.511235955,0.951310861,0.906367041,0.167602996,0.217228464,0.529494382,0.661048689,False,0.274344569,0.212546816,0.457865169,0.511235955,0.951310861,0.906367041,0.167602996,0.217228464,0.274344569,0.326779026,Dejounte Murray,27.3,51.7,9.0
Ja'Kobe Walter,82.23,76,180,82.0,393,0.282442748,0.167938931,0.076335878,0.147582697,0.320610687,0.468193384,0.450381679,0.477477477,0.433333333,0.327586207,0.365079365,1103,3.0,0.3,59.2,0.267818697,0.9,-0.5,0.0,13.4,2.1,0.0,32.0,6.7,6.7,5.0,-1.8,G-F,measured,-1.48434682,-1.587970529,-0.99771284,2,17.917515,-10.259736,0.335205993,4,4,0.671348315,0.212546816,0.457865169,0.537453184,0.511235955,0.215355805,0.22752809,0.084269663,0.334831461,0.071161049,False,0.126404494,0.212546816,0.457865169,0.537453184,0.511235955,0.215355805,0.22752809,0.084269663,0.126404494,0.671348315,Ja'Kobe Walter,18.2,26.6,2.3
Jamaree Bouyea,80.625,74,180,77.0,12,0.333333333,0.25,0.0,0.0,0.416666667,0.416666667,0.583333333,0.75,0.0,0.0,0.2,0,4.171532847,0.417153285,56.07222222,0.0,5.0,0.144859813,4.734146341,10.14674797,4.869105691,2.391056911,28.95609756,4.095528455,6.628861789,2.710162602,-0.009009009,F,imputed,-0.053115395,-1.531036826,-3.259721765,0,20.90781,-8.582299,0.078183521,3,3,0.326779026,0.076779026,0.079588015,0.412921348,0.064606742,0.419475655,0.574906367,0.483146067,0.316292135,0.041198502,False,0.570224719,0.076779026,0.079588015,0.412921348,0.064606742,0.419475655,0.574906367,0.483146067,0.570224719,0.326779026,Jamaree Bouyea,0.0,0.0,0.0
LaMelo Ball,80.625,79,180,80.0,1003,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505,7.1,0.71,73.1,0.984539424,5.9,-1.7,10.6,37.2,0.0,0.0,14.0,8.0,0.0,3.2,1.3,F,imputed,-4.100406346,3.99611752,-0.722809381,7,16.50353,-7.2259307,0.41011236,4,4,0.671348315,0.56741573,0.252808989,0.938202247,0.998127341,0.882022472,0.051498127,0.66011236,0.70238764,0.921348315,False,0.81928839,0.56741573,0.252808989,0.938202247,0.998127341,0.882022472,0.051498127,0.66011236,0.81928839,0.671348315,LaMelo Ball,35.9,66.1,14.2
Malaki Branham,78.43,76,180,82.0,190,0.221052632,0.205263158,0.131578947,0.089473684,0.352631579,0.442105263,0.426315789,0.761904762,0.32,0.470588235,0.388059701,427,3.2,0.32,56.07222222,0.432882838,5.2,0.144859813,4.734146341,10.14674797,4.869105691,2.391056911,28.95609756,4.095528455,6.628861789,2.710162602,-0.009009009,F,measured,-1.285558857,-0.42484975,-0.453885647,2,19.346893,-9.25595,0.335205993,3,3,0.326779026,0.212546816,0.457865169,0.412921348,0.786516854,0.248127341,0.574906367,0.563670412,0.490402622,0.533707865,False,0.570224719,0.212546816,0.457865169,0.412921348,0.786516854,0.248127341,0.574906367,0.563670412,0.570224719,0.326779026,Malaki Branham,23.8,34.0,4.7
Patty Mills,70.11,74,180,74.0,96,0.052083333,0.072916667,0.09375,0.125,0.65625,0.78125,0.125,0.6,0.444444444,0.5,0.317460317,321,3.3,0.33,56.07222222,0.214735439,5.8,0.144859813,0.0,18.3,0.0,0.0,21.5,11.8,0.0,0.0,-0.009009009,F,measured,-4.543343053,-2.202962682,-1.039347342,1,18.69157,-9.437422,0.043071161,3,3,0.326779026,0.076779026,0.009363296,0.412921348,0.404494382,0.262172285,0.574906367,0.645131086,0.361750936,0.132958801,False,0.570224719,0.076779026,0.009363296,0.412921348,0.404494382,0.262172285,0.574906367,0.645131086,0.570224719,0.326779026,Patty Mills,15.6,23.7,2.1
Ryan Rollins,76.5,75,180,81.75,271,0.265682657,0.173431734,0.118081181,0.191881919,0.250922509,0.442804428,0.439114391,0.666666667,0.40625,0.480769231,0.352941176,820,5.6,0.56,62.4,0.351729771,5.8,1.5,6.4,24.3,0.0,0.0,27.2,6.7,0.0,0.0,0.4,G,measured,-2.351246024,0.507701113,-0.997335552,3,18.581976,-8.586775,0.275280899,4,4,0.671348315,0.13670412,0.413857678,0.748127341,0.694756554,0.729400749,0.878277154,0.645131086,0.631882022,0.829588015,False,0.666666667,0.13670412,0.413857678,0.748127341,0.694756554,0.729400749,0.878277154,0.645131086,0.666666667,0.671348315,Ryan Rollins,18.4,31.2,4.7
Cameron Payne,76.32,75,183,79.25,446,0.170403587,0.192825112,0.062780269,0.062780269,0.511210762,0.573991031,0.3632287,0.473684211,0.321428571,0.321428571,0.368421053,1090,7.9,0.79,71.0,0.500809994,7.5,0.0,4.2,38.4,0.0,0.0,26.3,5.0,0.0,2.5,0.6,G,measured,-4.048820355,1.636204399,-1.482297448,3,17.810108,-8.2672205,0.158707865,2,2,0.093632959,0.13670412,0.18071161,0.903558052,0.850187266,0.941011236,0.475655431,0.844569288,0.632116105,0.833333333,False,0.695692884,0.13670412,0.18071161,0.903558052,0.850187266,0.941011236,0.475655431,0.844569288,0.695692884,0.093632959,Cameron Payne,20.8,42.5,7.0
Monte Morris,70.9,74,183,76.0,195,0.102564103,0.302564103,0.153846154,0.21025641,0.230769231,0.441025641,0.405128205,0.65,0.466666667,0.365853659,0.355555556,571,6.3,0.63,62.2,0.345135231,6.6,-0.2,0.0,27.0,0.0,0.0,38.4,0.0,0.0,0.0,-0.3,G,measured,-3.081154773,0.125689433,-2.082543728,3,18.436708,-8.839563,0.061797753,2,2,0.093632959,0.076779026,0.046816479,0.739700375,0.679775281,0.797752809,0.288389513,0.769662921,0.465215356,0.447565543,False,0.3417603,0.076779026,0.046816479,0.739700375,0.679775281,0.797752809,0.288389513,0.769662921,0.3417603,0.093632959,Monte Morris,18.1,32.5,4.2
Aaron Holiday,69.67,72,185,79.5,268,0.082089552,0.160447761,0.082089552,0.134328358,0.537313433,0.671641791,0.242537313,0.727272727,0.5,0.472222222,0.381944444,792,4.8,0.48,66.8,0.301146293,6.1,0.5,3.7,22.4,0.0,0.0,37.3,3.7,0.0,5.3,-0.1,G,measured,-4.289491977,-0.856533378,-0.250029741,1,18.289934,-9.2944145,0.105337079,3,3,0.326779026,0.011235955,0.199438202,0.844569288,0.595505618,0.554307116,0.693820225,0.691947566,0.503932584,0.584269663,False,0.505617978,0.011235955,0.199438202,0.844569288,0.595505618,0.554307116,0.693820225,0.691947566,0.505617978,0.326779026,Aaron Holiday,16.8,29.3,3.8
Adam Flagler,81.44,75,185,78.0,96,0.0625,0.083333333,0.104166667,0.09375,0.65625,0.75,0.145833333,0.666666667,0.5,0.0,0.222222222,203,2.8,0.28,59.91,0.285059776,0.1,-0.146052632,5.752131783,19.4505814,2.540697674,0.913953488,25.48837209,5.338953488,3.997093023,3.2875,-0.125,G,measured,-2.55033887,-2.163855234,-1.61173009,2,20.25804,-9.411105,0.123127341,4,4,0.671348315,0.13670412,0.109550562,0.620786517,0.550561798,0.177902622,0.36423221,0.006554307,0.358426966,0.121722846,False,0.43071161,0.13670412,0.109550562,0.620786517,0.550561798,0.177902622,0.36423221,0.006554307,0.43071161,0.671348315,Adam Flagler,21.1,28.5,1.0
Cole Anthony,80.625,74,185,76.5,543,0.184162063,0.26335175,0.151012891,0.062615101,0.335174954,0.397790055,0.447513812,0.61,0.353658537,0.441176471,0.340659341,1234,5.6,0.56,62.9,0.545753221,4.0,0.3,7.9,32.6,1.9,0.0,20.8,4.9,1.4,1.7,-0.3,G,imputed,-2.890714564,2.207979965,-1.921248463,3,18.079287,-8.004148,0.071629213,3,3,0.326779026,0.076779026,0.066479401,0.771535581,0.874531835,0.729400749,0.666666667,0.382022472,0.529166667,0.65917603,False,0.3417603,0.076779026,0.066479401,0.771535581,0.874531835,0.729400749,0.666666667,0.382022472,0.3417603,0.326779026,Cole Anthony,24.6,42.5,7.0
Daniss Jenkins,80.625,75,185,79.0,10,0.3,0.0,0.0,0.2,0.5,0.7,0.3,0.666666667,0.0,0.0,0.2,0,4.838888889,0.483888889,56.51612903,0.0,5.0,-0.041935484,3.736111111,12.04305556,4.85,2.372222222,26.22222222,4.133333333,7.566666667,3.402777778,-0.483870968,G-F,imputed,-1.284709143,-3.313839397,-1.845349111,2,20.864923,-9.143641,0.146535581,3,3,0.326779026,0.13670412,0.156367041,0.479400749,0.064606742,0.56835206,0.449438202,0.483146067,0.308052434,0.029962547,False,0.314606742,0.13670412,0.156367041,0.479400749,0.064606742,0.56835206,0.449438202,0.483146067,0.314606742,0.326779026,Daniss Jenkins,0.0,0.0,0.0
De'Aaron Fox,80.625,75,185,78.5,1163,0.20894239,0.296646604,0.166809974,0.056749785,0.269131556,0.325881341,0.505588994,0.658436214,0.412371134,0.348484848,0.303514377,2241,6.0,0.6,60.2,0.664711552,1.5,-0.6,14.95,25.8,0.0,0.9,14.5,9.75,4.3,2.0,1.4,G,imputed,-2.640723232,4.510853248,-1.507178244,7,16.604725,-7.2995157,0.132958801,4,4,0.671348315,0.13670412,0.129213483,0.691011236,0.941947566,0.777153558,0.208801498,0.148876404,0.586985019,0.758426966,False,0.829588015,0.13670412,0.129213483,0.691011236,0.941947566,0.777153558,0.208801498,0.148876404,0.829588015,0.671348315,De'Aaron Fox,28.3,49.3,8.5
Delon Wright,75.33,77,185,79.5,131,0.27480916,0.145038168,0.022900763,0.160305344,0.396946565,0.557251908,0.419847328,0.555555556,0.666666667,0.428571429,0.211538462,635,7.8,0.78,41.3,0.139734351,2.7,2.0,0.0,25.95,0.0,0.0,37.7,0.0,0.0,0.0,0.9,G-F,measured,-1.41476817,-0.745407548,-1.715193128,3,18.374025,-9.307766,0.257490637,2,2,0.093632959,0.315543071,0.199438202,0.131086142,0.235955056,0.937265918,0.923220974,0.270599251,0.480898876,0.503745318,False,0.786516854,0.315543071,0.199438202,0.131086142,0.235955056,0.937265918,0.923220974,0.270599251,0.786516854,0.093632959,Delon Wright,11.3,22.3,1.4
Isaiah Stevens,80.625,72,185,75.0,2,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0,5.2796875,0.52796875,59.91,0.0,5.0,-0.146052632,5.752131783,19.4505814,2.540697674,0.913953488,25.48837209,5.338953488,3.997093023,3.2875,-0.125,G,imputed,-1.536013417,-1.296144344,-5.414699354,8,20.828867,-8.677759,0.016385768,4,4,0.671348315,0.011235955,0.021535581,0.620786517,0.064606742,0.647003745,0.36423221,0.483146067,0.334082397,0.06928839,False,0.43071161,0.011235955,0.021535581,0.620786517,0.064606742,0.647003745,0.36423221,0.483146067,0.43071161,0.671348315,Isaiah Stevens,0.0,0.0,0.0
Jaden McDaniels,85.83,81,185,83.0,834,0.298561151,0.241007194,0.097122302,0.195443645,0.164268585,0.35971223,0.539568345,0.706827309,0.419753086,0.319018405,0.350364964,2614,3.4,0.34,57.3,0.21735083,5.2,1.6,1.8,8.3,3.4,0.0,45.1,2.8,7.0,2.3,1.3,F,imputed,0.126595918,0.077785198,1.678816226,4,15.445869,-9.233477,0.66994382,3,3,0.326779026,0.767790262,0.572097378,0.504681648,0.41011236,0.269662921,0.890449438,0.563670412,0.563389513,0.717228464,False,0.81928839,0.767790262,0.572097378,0.504681648,0.41011236,0.269662921,0.890449438,0.563670412,0.81928839,0.326779026,Jaden McDaniels,16.3,23.5,1.9
Jahmir Young,80.625,73,185,75.0,5,0.6,0.0,0.0,0.0,0.4,0.4,0.6,1.0,0.0,0.0,0.5,0,3.643181818,0.364318182,39.91714286,0.0,5.0,0.961764706,2.475,2.54,14.45125,6.54625,15.12,0.81,17.015,1.2575,0.602777778,C,imputed,1.479384434,-1.606263098,-1.630192126,0,21.002186,-8.670154,0.028089888,4,4,0.671348315,0.034644195,0.021535581,0.106741573,0.064606742,0.306179775,0.789325843,0.483146067,0.318820225,0.043071161,False,0.713483146,0.034644195,0.021535581,0.106741573,0.064606742,0.306179775,0.789325843,0.483146067,0.713483146,0.671348315,Jahmir Young,0.0,0.0,0.0
Jeff Dowtin Jr.,80.625,75,185,78.0,230,0.260869565,0.239130435,0.195652174,0.073913043,0.230434783,0.304347826,0.5,0.583333333,0.466666667,0.411764706,0.396226415,621,6.5,0.65,55.0,0.374213392,3.5,-0.7,19.2,30.6,0.0,0.0,18.1,4.9,0.0,0.0,-1.0,F,imputed,-2.566611266,2.568111934,-3.111693771,3,18.307781,-7.911964,0.123127341,3,3,0.326779026,0.13670412,0.109550562,0.33988764,0.734082397,0.81928839,0.188202247,0.347378277,0.41835206,0.286516854,False,0.25,0.13670412,0.109550562,0.33988764,0.734082397,0.81928839,0.188202247,0.347378277,0.25,0.326779026,Jeff Dowtin Jr.,18.6,34.1,4.8
Jordan McLaughlin,80.625,71,185,76.5,72,0.138888889,0.138888889,0.083333333,0.180555556,0.444444444,0.625,0.277777778,0.6,0.5,0.230769231,0.5,314,8.4,0.84,59.91,0.275507347,6.7,-0.146052632,5.752131783,19.4505814,2.540697674,0.913953488,25.48837209,5.338953488,3.997093023,3.2875,-0.125,G,imputed,-3.8400314,-0.10168568,-1.604224015,3,18.44467,-8.984332,0.03511236,4,4,0.671348315,0.003745318,0.066479401,0.620786517,0.531835206,0.965355805,0.36423221,0.786516854,0.494194757,0.54494382,False,0.43071161,0.003745318,0.066479401,0.620786517,0.531835206,0.965355805,0.36423221,0.786516854,0.43071161,0.671348315,Jordan McLaughlin,13.3,29.7,4.4
Keaton Wallace,80.625,75,185,79.0,162,0.098765432,0.283950617,0.111111111,0.061728395,0.438271605,0.5,0.382716049,0.5625,0.222222222,0.4,0.323943662,501,7.4,0.74,60.5,0.315661203,5.5,0.144859813,9.5,27.5,0.0,0.0,30.5,5.5,0.0,0.0,-1.7,F,imputed,-3.127576511,0.845381343,-2.580726081,3,18.778057,-8.329031,0.146535581,4,4,0.671348315,0.13670412,0.156367041,0.70505618,0.629213483,0.906367041,0.574906367,0.602059925,0.5042603,0.586142322,False,0.143258427,0.13670412,0.156367041,0.70505618,0.629213483,0.906367041,0.574906367,0.602059925,0.143258427,0.671348315,Keaton Wallace,16.4,31.7,4.0
Keon Johnson,98.48,77,185,79.25,779,0.283697047,0.14762516,0.053915276,0.15661104,0.355584082,0.512195122,0.431322208,0.542986425,0.428571429,0.319672131,0.314079422,1925,3.7,0.37,55.5,0.364078828,2.1,-0.7,7.8,13.7,0.0,0.0,36.0,6.3,2.8,2.9,-2.8,F,measured,-1.737822803,-0.433156714,-0.213092311,2,17.4569,-10.07625,0.248127341,4,4,0.671348315,0.315543071,0.18071161,0.350187266,0.713483146,0.31741573,0.188202247,0.217228464,0.34508427,0.0917603,False,0.04588015,0.315543071,0.18071161,0.350187266,0.713483146,0.31741573,0.188202247,0.217228464,0.04588015,0.671348315,Keon Johnson,21.7,31.9,3.3
Keyonte George,80.625,76,185,78.0,919,0.109902067,0.249183896,0.089227421,0.080522307,0.471164309,0.551686616,0.359085963,0.613861386,0.353658537,0.486486486,0.318706697,2109,7.0,0.7,65.8,0.56598702,3.7,-3.3,11.8,31.6,1.1,0.0,17.8,9.6,2.5,5.2,-3.6,F,imputed,-4.689933372,2.512625176,-1.645834052,7,17.100836,-7.7059603,0.161048689,5,5,0.905430712,0.212546816,0.109550562,0.829588015,0.900749064,0.872659176,0.001872659,0.362359551,0.491058052,0.537453184,False,0.008426966,0.212546816,0.109550562,0.829588015,0.900749064,0.872659176,0.001872659,0.362359551,0.008426966,0.905430712,Keyonte George,24.3,44.2,7.6
