player_id,player_name,team,position,portability_score,portability_source,age,mp
1642349,Ajay Mitchell,,G,7.3,provided_list,23.0,597.0
1629026,Kenrich Williams,,G-F,5.5,provided_list,31.0,1132.0
1642260,Nikola Topić,,G,5.0,default_5.0,,
1628392,Isaiah Hartenstein,,C-F,6.2,provided_list,27.0,1590.0
1642505,Alex Ducas,,G,3.4,provided_list,25.0,125.0
1630639,A.J. Lawson,,G,1.3,provided_list,25.0,486.0
1641711,Gradey Dick,,G-F,3.0,provided_list,22.0,1587.0
1642367,Jonathan Mogbo,,F,2.9,provided_list,24.0,1286.0
1627742,Brandon Ingram,,F,5.7,provided_list,28.0,595.0
1630567,Scottie Barnes,,F-G,5.8,provided_list,24.0,2134.0
1630193,Immanuel Quickley,,G,8.4,provided_list,26.0,918.0
1631197,Jared Rhoden,,G,3.8,provided_list,26.0,227.0
1629628,RJ Barrett,,F-G,2.8,provided_list,25.0,1869.0
1630658,Colin Castleton,,C,3.3,provided_list,25.0,432.0
1642266,Ja'Kobe Walter,,G,0.9,provided_list,21.0,1103.0
202066,Garrett Temple,,G-F,5.4,provided_list,39.0,227.0
1627751,Jakob Poeltl,,C,2.7,provided_list,30.0,1686.0
1642279,Ulrich Chomche,,C,5.0,default_5.0,,
1642347,Jamal Shead,,G,1.5,provided_list,23.0,1467.0
1628449,Chris Boucher,,F,6.5,provided_list,33.0,862.0
1630534,Ochai Agbaji,,G,1.9,provided_list,25.0,1739.0
1642419,Jamison Battle,,F,6.4,provided_list,24.0,1042.0
203903,Jordan Clarkson,,G,3.0,provided_list,33.0,962.0
1641707,Taylor Hendricks,,F,5.0,default_5.0,,
1629012,Collin Sexton,,G,5.3,provided_list,27.0,1758.0
1641718,Keyonte George,,G,3.7,provided_list,22.0,2109.0
1642262,Cody Williams,,F,0.1,provided_list,21.0,1060.0
1630531,Jaden Springer,,G,1.7,provided_list,23.0,365.0
1642268,Isaiah Collier,,G,0.4,provided_list,21.0,1839.0
1641989,Elijah Harkless,,G,0.4,provided_list,25.0,138.0
1629004,Svi Mykhailiuk,,G-F,6.0,provided_list,28.0,760.0
1628381,John Collins,,F-C,7.3,provided_list,28.0,1220.0
1642271,Kyle Filipowski,,C,2.6,provided_list,22.0,1522.0
1628374,Lauri Markkanen,,F-C,6.2,provided_list,28.0,1476.0
1631117,Walker Kessler,,C,1.1,provided_list,24.0,1740.0
1630695,Micah Potter,,C,4.7,provided_list,27.0,705.0
1641729,Brice Sensabaugh,,F,7.5,provided_list,22.0,1432.0
1630548,Johnny Juzang,,G,6.0,provided_list,24.0,1270.0
1631131,Oscar Tshiebwe,,F-C,2.8,provided_list,26.0,255.0
1630231,KJ Martin,,F,1.2,provided_list,25.0,912.0
1642389,Zyon Pullin,,G,5.0,default_5.0,,
1642377,Jaylen Wells,,F,3.3,provided_list,22.0,2043.0
1630590,Scotty Pippen Jr.,,G,5.9,provided_list,25.0,1683.0
203484,Kentavious Caldwell-Pope,,G,6.5,provided_list,32.0,2279.0
1631246,Vince Williams Jr.,,G,3.7,provided_list,25.0,499.0
1630583,Santi Aldama,,F-C,7.3,provided_list,25.0,1660.0
1630205,Lamar Stevens,,F,0.5,provided_list,28.0,155.0
1628379,Luke Kennard,,G,9.5,provided_list,29.0,1472.0
1629630,Ja Morant,,G,2.1,provided_list,26.0,1519.0
1628991,Jaren Jackson Jr.,,F-C,6.7,provided_list,26.0,2207.0
1641744,Zach Edey,,C,2.6,provided_list,23.0,1416.0
1629634,Brandon Clarke,,F,1.1,provided_list,29.0,1207.0
1642530,Yuki Kawamura,,G,5.0,default_5.0,,
1642285,Cam Spencer,,G,9.4,provided_list,25.0,252.0
1630643,Jay Huff,,C,8.1,provided_list,27.0,748.0
1628963,Marvin Bagley III,,F,2.0,provided_list,26.0,265.0
1641713,GG Jackson,,F,2.4,provided_list,21.0,459.0
1629723,John Konchar,,G,6.7,provided_list,29.0,558.0
1630175,Cole Anthony,,G,4.0,provided_list,25.0,1234.0
1641731,Bilal Coulibaly,,G,1.2,provided_list,21.0,1948.0
1641774,Tristan Vukcevic,,F,6.1,provided_list,22.0,513.0
1641732,Colby Jones,,G,0.7,provided_list,23.0,515.0
1641798,Jaylen Martin,,G,1.4,provided_list,22.0,239.0
1642358,AJ Johnson,,G,1.9,provided_list,21.0,639.0
1642267,Bub Carrington,,G,6.2,provided_list,20.0,2458.0
1630551,Justin Champagnie,,G-F,2.6,provided_list,24.0,1340.0
1629673,Jordan Poole,,G,7.4,provided_list,26.0,2001.0
1630180,Saddiq Bey,,G-F,5.0,default_5.0,,
1627763,Malcolm Brogdon,,G,6.0,provided_list,33.0,564.0
1630264,Anthony Gill,,F,0.9,provided_list,33.0,397.0
1642273,Kyshawn George,,F,3.3,provided_list,22.0,1802.0
1642259,Alex Sarr,,C,0.6,provided_list,20.0,1814.0
1630550,JT Thor,,F,0.1,provided_list,23.0,249.0
1626158,Richaun Holmes,,F,6.4,provided_list,32.0,534.0
1630557,Corey Kispert,,F,5.6,provided_list,26.0,1602.0
203114,Khris Middleton,,F,9.4,provided_list,34.0,843.0
203935,Marcus Smart,,G,3.9,provided_list,31.0,680.0
1631105,Jalen Duren,,C,6.7,provided_list,22.0,2034.0
1641842,Ronald Holland II,,F,0.3,provided_list,20.0,1266.0
1630595,Cade Cunningham,,G,8.1,provided_list,24.0,2452.0
1627736,Malik Beasley,,G,6.3,provided_list,29.0,2283.0
1630194,Paul Reed,,F,3.2,provided_list,26.0,438.0
203501,Tim Hardaway Jr.,,G-F,5.6,provided_list,33.0,2153.0
1641709,Ausar Thompson,,G-F,0.4,provided_list,23.0,1328.0
202699,Tobias Harris,,F,6.1,provided_list,33.0,2305.0
1631199,Ron Harper Jr.,,G-F,5.0,default_5.0,,
203471,Dennis Schröder,,G,5.7,provided_list,32.0,2105.0
1631323,Simone Fontecchio,,F,6.0,provided_list,30.0,1237.0
1631093,Jaden Ivey,,G,0.9,provided_list,23.0,898.0
1642450,Daniss Jenkins,,G,5.0,default_5.0,,
1631204,Marcus Sasser,,G,6.2,provided_list,25.0,811.0
1630191,Isaiah Stewart,,F-C,7.4,provided_list,24.0,1434.0
1641752,Bobi Klintman,,F,5.0,default_5.0,,
1642449,Tolu Smith,,F,5.0,default_5.0,,
1630322,Lindy Waters III,,F,3.0,provided_list,28.0,778.0
1628970,Miles Bridges,,F,7.3,provided_list,27.0,2029.0
1630163,LaMelo Ball,,G,5.9,provided_list,24.0,1505.0
1629684,Grant Williams,,F,7.4,provided_list,27.0,479.0
1629610,DaQuan Jeffries,,G-F,1.7,provided_list,28.0,1071.0
1631109,Mark Williams,,C,4.0,provided_list,24.0,1171.0
1641878,Damion Baugh,,G,1.1,provided_list,25.0,370.0
1641733,Nick Smith Jr.,,G,4.9,provided_list,21.0,1369.0
1631111,Wendell Moore Jr.,,G,3.1,provided_list,24.0,499.0
1630182,Josh Green,,G,2.9,provided_list,25.0,1887.0
203994,Jusuf Nurkić,,C,3.8,provided_list,31.0,1063.0
1629006,Josh Okogie,,G,2.1,provided_list,27.0,625.0
1631217,Moussa Diabaté,,F,0.6,provided_list,24.0,1241.0
1630544,Tre Mann,,G,3.2,provided_list,24.0,319.0
1641706,Brandon Miller,,F,5.8,provided_list,23.0,924.0
1642354,KJ Simpson,,G,0.1,provided_list,23.0,842.0
203552,Seth Curry,,G,7.3,provided_list,35.0,1062.0
1642275,Tidjane Salaün,,F,0.5,provided_list,20.0,1244.0
201959,Taj Gibson,,F,0.8,provided_list,40.0,409.0
