player_id,player_name,team,position,total_fga,height_inches,weight_lbs,wingspan_in,portability_score,portability_source,freq_rim,freq_paint,freq_mid,freq_corner3,freq_atb3,freq_three,freq_rim_plus_paint,portability_norm
1631210,Jacob Toppin,ATL,F,22.0,0.0,0.0,0.0,5.0,default_5.0,0.4090909090909091,0.0909090909090909,0.0454545454545454,0.2727272727272727,0.1818181818181818,0.4545454545454545,0.5,0.5
1630552,Jalen Johnson,ATL,F,542.0,0.4108723293419297,0.09378490007501632,0.4264329259476759,5.4,provided_list,0.4077490774907749,0.2601476014760147,0.0719557195571955,0.081180811808118,0.1752767527675277,0.2564575645756458,0.6678966789667896,0.54
1630811,Keaton Wallace,ATL,G,162.0,0.0,0.0,0.0,5.5,provided_list,0.0987654320987654,0.2839506172839506,0.1111111111111111,0.0617283950617283,0.4382716049382716,0.5,0.382716049382716,0.55
1627747,Caris LeVert,ATL,G,599.0,0.09799958385364214,-0.4943245774787308,-0.16751081543510102,6.3,provided_list,0.3255425709515859,0.1502504173622704,0.0500834724540901,0.1502504173622704,0.3238731218697829,0.4741235392320534,0.4757929883138564,0.63
1641723,Kobe Bufkin,ATL,G,47.0,-0.8406186526112205,-0.9144027757314073,-0.7614545568178779,0.8,provided_list,0.2978723404255319,0.2127659574468085,0.0851063829787234,0.1276595744680851,0.2553191489361702,0.3829787234042553,0.5106382978723404,0.08
1630700,Dyson Daniels,ATL,G,923.0,0.09799958385364214,-0.7463714964303367,-0.035523317350039475,2.5,provided_list,0.3445287107258938,0.3737811484290357,0.0270855904658721,0.0617551462621885,0.1863488624052004,0.2481040086673889,0.7183098591549296,0.25
1642258,Zaccharie Risacher,ATL,F,779.0,0.4108723293419297,-0.704363676605069,-0.035523317350039475,0.7,provided_list,0.337612323491656,0.1681643132220796,0.0526315789473684,0.1874197689345314,0.2541720154043645,0.441591784338896,0.5057766367137355,0.06999999999999999
1629027,Trae Young,ATL,G,1376.0,-1.779236889076083,-2.2166451903147046,-2.0153357886259626,6.6,provided_list,0.159156976744186,0.2616279069767442,0.1126453488372093,0.037063953488372,0.4258720930232558,0.4629360465116279,0.4207848837209302,0.6599999999999999
1629611,Terance Mann,ATL,G-F,413.0,-0.2148731616346454,-0.07424637922605429,-0.7614545568178779,5.5,provided_list,0.3050847457627119,0.1743341404358353,0.1259079903147699,0.1888619854721549,0.2058111380145278,0.3946731234866828,0.4794188861985472,0.55
203991,Clint Capela,ATL,C,390.0,1.0366178203185048,1.6480742336099194,1.5483266596706988,0.3,provided_list,0.7076923076923077,0.2794871794871795,0.0102564102564102,0.0,0.0025641025641025,0.0025641025641025,0.9871794871794872,0.03
1630168,Onyeka Okongwu,ATL,F-C,684.0,1.0366178203185048,0.975949116405637,0.8883891692453912,3.6,provided_list,0.5482456140350878,0.2280701754385964,0.0073099415204678,0.1184210526315789,0.0964912280701754,0.2149122807017544,0.7763157894736842,0.36
1631243,Mouhamed Gueye,ATL,F,171.0,1.0366178203185048,-0.28428547835239254,1.218357914458045,4.1,provided_list,0.3567251461988304,0.1403508771929824,0.0292397660818713,0.2865497076023391,0.1871345029239766,0.4736842105263157,0.4970760233918128,0.41
1627777,Georges Niang,ATL,F,620.0,-0.2148731616346454,0.5558709181529605,-0.16751081543510102,8.5,provided_list,0.1661290322580645,0.146774193548387,0.0274193548387096,0.2596774193548387,0.4,0.6596774193548387,0.3129032258064516,0.85
1626204,Larry Nance Jr.,ATL,F-C,155.0,0.4108723293419297,1.1859882155319752,0.7564016711603297,8.2,provided_list,0.3096774193548387,0.1548387096774193,0.0451612903225806,0.1806451612903225,0.2967741935483871,0.4774193548387097,0.4645161290322581,0.82
1629726,Garrison Mathews,ATL,G,257.0,0.0,0.0,0.0,7.6,provided_list,0.0505836575875486,0.0583657587548638,0.0428015564202334,0.2684824902723735,0.5797665369649806,0.8482490272373541,0.1089494163424124,0.76
1631230,Dominick Barlow,ATL,F,113.0,0.7237450748302172,-0.07424637922605429,1.1523641654155143,0.8,provided_list,0.4690265486725664,0.2035398230088495,0.0884955752212389,0.1946902654867256,0.0442477876106194,0.2389380530973451,0.672566371681416,0.08
1630249,Vít Krejčí,ATL,G,292.0,0.0,0.0,0.0,9.5,provided_list,0.1472602739726027,0.1267123287671233,0.0205479452054794,0.1575342465753424,0.547945205479452,0.7054794520547946,0.273972602739726,0.95
1631342,Daeqwon Plowden,ATL,G-F,25.0,0.0,0.0,0.0,5.0,default_5.0,0.28,0.04,0.0,0.28,0.4,0.68,0.32,0.5
1628369,Jayson Tatum,BOS,F-G,1465.0,0.4108723293419297,-0.28428547835239254,0.09646418073502205,9.2,provided_list,0.2334470989761092,0.124914675767918,0.1447098976109215,0.030716723549488,0.4662116040955631,0.4969283276450512,0.3583617747440273,0.9199999999999999
1641936,Miles Norris,BOS,F,9.0,0.0,0.0,0.0,5.0,default_5.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.5
201950,Jrue Holiday,BOS,G,573.0,-0.8406186526112205,0.13579271990028396,-0.9594358039454702,9.3,provided_list,0.2303664921465968,0.1657940663176265,0.0698080279232111,0.1780104712041884,0.3560209424083769,0.5340314136125655,0.3961605584642234,0.93
1627759,Jaylen Brown,BOS,G-F,1118.0,-0.2148731616346454,0.2618161793760869,0.29444542786261435,3.5,provided_list,0.2728085867620751,0.2638640429338104,0.1431127012522361,0.0635062611806797,0.2567084078711986,0.3202146690518783,0.5366726296958855,0.35
204001,Kristaps Porziņģis,BOS,F-C,574.0,2.2881088022716547,0.975949116405637,1.9442891539258835,9.3,provided_list,0.2195121951219512,0.2421602787456446,0.102787456445993,0.0296167247386759,0.4059233449477352,0.4355400696864111,0.4616724738675958,0.93
1628401,Derrick White,BOS,G,959.0,-0.8406186526112205,-1.1244418748577456,-0.8274483058604086,9.1,provided_list,0.1074035453597497,0.1147028154327424,0.0573514077163712,0.1282586027111574,0.5922836287799792,0.7205422314911366,0.2221063607924921,0.9099999999999999
1630202,Payton Pritchard,BOS,G,866.0,-1.779236889076083,-0.9144027757314073,-1.7513607924558394,8.5,provided_list,0.1501154734411085,0.0658198614318706,0.0612009237875288,0.1200923787528868,0.5935334872979214,0.7136258660508084,0.2159353348729792,0.85
1628470,Torrey Craig,BOS,F,90.0,0.0,0.0,0.0,5.1,provided_list,0.1666666666666666,0.0888888888888888,0.0111111111111111,0.3222222222222222,0.4111111111111111,0.7333333333333333,0.2555555555555555,0.51
1641809,Drew Peterson,BOS,F,41.0,0.0,0.0,0.0,8.3,provided_list,0.1219512195121951,0.048780487804878,0.024390243902439,0.2439024390243902,0.5609756097560976,0.8048780487804879,0.1707317073170731,0.8300000000000001
1631120,JD Davison,BOS,G,34.0,-1.779236889076083,-0.9144027757314073,-1.0914233020305317,5.0,default_5.0,0.1764705882352941,0.1764705882352941,0.1176470588235294,0.088235294117647,0.4411764705882353,0.5294117647058824,0.3529411764705882,0.5
1630214,Xavier Tillman,BOS,F,53.0,0.09799958385364214,1.1859882155319752,0.8883891692453912,0.1,provided_list,0.1886792452830188,0.1886792452830188,0.0188679245283018,0.2452830188679245,0.3584905660377358,0.6037735849056604,0.3773584905660377,0.01
1641775,Jordan Walsh,BOS,G,83.0,-0.2148731616346454,-0.4943245774787308,0.8223954202028605,1.9,provided_list,0.216867469879518,0.1204819277108433,0.0,0.2891566265060241,0.3734939759036144,0.6626506024096386,0.3373493975903614,0.19
1630573,Sam Hauser,BOS,F,474.0,0.09799958385364214,0.009769260424481016,-0.3654920625626933,8.5,provided_list,0.0675105485232067,0.0337552742616033,0.0569620253164556,0.2383966244725738,0.6012658227848101,0.8396624472573839,0.1012658227848101,0.85
1628436,Luke Kornet,BOS,C-F,280.0,1.9752360567833673,1.3960273146583135,0.6244141730752681,9.1,provided_list,0.8035714285714286,0.1642857142857142,0.0214285714285714,0.0035714285714285,0.0071428571428571,0.0107142857142857,0.9678571428571427,0.9099999999999999
201143,Al Horford,BOS,C-F,461.0,0.7237450748302172,0.975949116405637,0.5584204240327374,9.2,provided_list,0.1648590021691974,0.1279826464208243,0.0260303687635574,0.2299349240780911,0.4490238611713666,0.6789587852494577,0.2928416485900217,0.9199999999999999
1631248,Baylor Scheierman,BOS,G,110.0,-0.2148731616346454,-0.4943245774787308,-0.6294670587328164,3.5,provided_list,0.109090909090909,0.0909090909090909,0.0545454545454545,0.2272727272727272,0.5181818181818182,0.7454545454545455,0.2,0.35
1629674,Neemias Queta,BOS,C,203.0,1.6623633112950797,1.3120116750077782,1.4823329106281682,4.6,provided_list,0.7142857142857143,0.2512315270935961,0.0197044334975369,0.0049261083743842,0.0049261083743842,0.0098522167487684,0.9655172413793104,0.45999999999999996
1629674,Neemias Queta,BOS,C,203.0,1.6623633112950797,1.3120116750077782,1.4823329106281682,4.6,provided_list,0.7142857142857143,0.2512315270935961,0.0197044334975369,0.0049261083743842,0.0049261083743842,0.0098522167487684,0.9655172413793104,0.45999999999999996
1629622,Max Strus,CLE,G-F,373.0,-0.5277459071229329,-0.07424637922605429,-0.8274483058604086,9.4,provided_list,0.1581769436997319,0.0536193029490616,0.002680965147453,0.2493297587131367,0.5335120643431636,0.7828418230563002,0.2117962466487935,0.9400000000000001
