player_id,player_name,team,total_fga,freq_rim,freq_paint,freq_mid,freq_corner3,freq_atb3,freq_three,freq_rim_plus_paint,rim_fg_pct,mid_fg_pct,corner3_pct,atb3_pct
1631210,Jacob Toppin,ATL,22.0,0.4090909090909091,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.5,0.2222222222222222,0.0,0.6666666666666666,0.25
1630552,Jalen Johnson,ATL,542.0,0.4077490774907749,0.26014760147601473,0.07195571955719557,0.08118081180811808,0.1752767527675277,0.2564575645756458,0.6678966789667896,0.7194570135746606,0.358974358974359,0.3181818181818182,0.3157894736842105
1630811,Keaton Wallace,ATL,162.0,0.09876543209876543,0.2839506172839506,0.1111111111111111,0.06172839506172839,0.4382716049382716,0.5,0.38271604938271603,0.5625,0.2222222222222222,0.4,0.323943661971831
1627747,Caris LeVert,ATL,599.0,0.32554257095158595,0.15025041736227046,0.05008347245409015,0.15025041736227046,0.32387312186978295,0.4741235392320534,0.4757929883138564,0.6461538461538462,0.26666666666666666,0.4222222222222222,0.35051546391752575
1641723,Kobe Bufkin,ATL,47.0,0.2978723404255319,0.2127659574468085,0.0851063829787234,0.1276595744680851,0.2553191489361702,0.3829787234042553,0.5106382978723404,0.5,0.25,0.16666666666666666,0.25
1630700,Dyson Daniels,ATL,923.0,0.3445287107258938,0.37378114842903576,0.027085590465872156,0.06175514626218852,0.18634886240520043,0.24810400866738894,0.7183098591549296,0.6540880503144654,0.28,0.43859649122807015,0.31976744186046513
1642258,Zaccharie Risacher,ATL,779.0,0.337612323491656,0.1681643132220796,0.05263157894736842,0.18741976893453144,0.25417201540436457,0.441591784338896,0.5057766367137355,0.6197718631178707,0.3902439024390244,0.4383561643835616,0.29292929292929293
1629027,Trae Young,ATL,1376.0,0.15915697674418605,0.2616279069767442,0.11264534883720931,0.037063953488372096,0.4258720930232558,0.4629360465116279,0.42078488372093026,0.5251141552511416,0.45161290322580644,0.43137254901960786,0.33276450511945393
1629611,Terance Mann,ATL,413.0,0.3050847457627119,0.17433414043583534,0.12590799031476999,0.18886198547215496,0.20581113801452786,0.3946731234866828,0.4794188861985472,0.7222222222222222,0.38461538461538464,0.4230769230769231,0.3176470588235294
203991,Clint Capela,ATL,390.0,0.7076923076923077,0.2794871794871795,0.010256410256410256,0.0,0.002564102564102564,0.002564102564102564,0.9871794871794872,0.6268115942028986,0.5,0.0,0.0
1630168,Onyeka Okongwu,ATL,684.0,0.5482456140350878,0.22807017543859648,0.007309941520467836,0.11842105263157894,0.09649122807017543,0.2149122807017544,0.7763157894736842,0.7013333333333334,0.6,0.345679012345679,0.30303030303030304
1631243,Mouhamed Gueye,ATL,171.0,0.3567251461988304,0.14035087719298245,0.029239766081871343,0.28654970760233917,0.1871345029239766,0.47368421052631576,0.49707602339181284,0.639344262295082,0.4,0.24489795918367346,0.28125
1627777,Georges Niang,ATL,620.0,0.16612903225806452,0.14677419354838708,0.027419354838709678,0.25967741935483873,0.4,0.6596774193548387,0.31290322580645163,0.6601941747572816,0.35294117647058826,0.40993788819875776,0.4032258064516129
1626204,Larry Nance Jr.,ATL,155.0,0.3096774193548387,0.15483870967741936,0.04516129032258064,0.18064516129032257,0.2967741935483871,0.4774193548387097,0.4645161290322581,0.6875,0.42857142857142855,0.4642857142857143,0.45652173913043476
1629726,Garrison Mathews,ATL,257.0,0.05058365758754864,0.058365758754863814,0.042801556420233464,0.26848249027237353,0.5797665369649806,0.8482490272373541,0.10894941634241245,0.5384615384615384,0.2727272727272727,0.5797101449275363,0.30201342281879195
1631230,Dominick Barlow,ATL,113.0,0.4690265486725664,0.20353982300884957,0.08849557522123894,0.19469026548672566,0.04424778761061947,0.23893805309734514,0.672566371681416,0.7169811320754716,0.4,0.18181818181818182,0.6
1630249,Vít Krejčí,ATL,292.0,0.14726027397260275,0.1267123287671233,0.02054794520547945,0.15753424657534246,0.547945205479452,0.7054794520547946,0.273972602739726,0.7209302325581395,0.5,0.5434782608695652,0.40625
1631342,Daeqwon Plowden,ATL,25.0,0.28,0.04,0.0,0.28,0.4,0.68,0.32,0.8571428571428571,0.0,0.42857142857142855,0.6
1628369,Jayson Tatum,BOS,1465.0,0.2334470989761092,0.12491467576791809,0.1447098976109215,0.030716723549488054,0.4662116040955631,0.4969283276450512,0.3583617747440273,0.7192982456140351,0.39622641509433965,0.4444444444444444,0.3367496339677892
1641936,Miles Norris,BOS,9.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.2857142857142857
201950,Jrue Holiday,BOS,573.0,0.23036649214659685,0.16579406631762653,0.06980802792321117,0.17801047120418848,0.35602094240837695,0.5340314136125655,0.3961605584642234,0.7045454545454546,0.45,0.30392156862745096,0.37745098039215685
1627759,Jaylen Brown,BOS,1118.0,0.27280858676207514,0.2638640429338104,0.14311270125223613,0.06350626118067978,0.2567084078711986,0.32021466905187834,0.5366726296958855,0.6754098360655738,0.4,0.43661971830985913,0.2961672473867596
